"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"006400","삼성SDI",558000,-9000,-1.59,29191,19.12,33999,16.41,251948,2.21,1030,0.18
"006405","삼성SDI우",267500,-2500,-0.93,NA,NA,NA,NA,NA,NA,1080,0.4
"006660","삼성공조",9640,0,0,5102,1.89,NA,NA,32070,0.3,80,0.83
"380320","삼성머스트스팩5호",2260,5,0.22,NA,NA,NA,NA,NA,NA,0,0
"028260","삼성물산",108900,600,0.55,12460,8.74,12500,8.71,164524,0.66,2300,2.11
"02826K","삼성물산우B",85600,-500,-0.58,NA,NA,NA,NA,NA,NA,2350,2.75
"207940","삼성바이오로직스",729000,-3000,-0.41,11442,63.71,12822,56.86,126233,5.78,0,0
"032830","삼성생명",71600,400,0.56,8817,8.12,10075,7.11,124081,0.58,3000,4.19
"377630","삼성스팩4호",3130,-50,-1.57,NA,NA,NA,NA,NA,NA,0,0
"425290","삼성스팩6호",2550,5,0.2,NA,NA,NA,NA,NA,NA,0,0
"439250","삼성스팩7호",9800,10,0.1,NA,NA,NA,NA,NA,NA,0,0
"448740","삼성스팩8호",9680,10,0.1,NA,NA,NA,NA,NA,NA,0,0
"018260","삼성에스디에스",135000,-700,-0.52,14218,9.5,10203,13.23,106311,1.27,3200,2.37
"028050","삼성엔지니어링",32450,150,0.46,3392,9.57,3601,9.01,13741,2.36,0,0
"009150","삼성전기",141800,100,0.07,12977,10.93,10099,14.04,103702,1.37,2100,1.48
"009155","삼성전기우",68800,-300,-0.43,NA,NA,NA,NA,NA,NA,2150,3.13
"005930","삼성전자",69800,-400,-0.57,8057,8.66,3887,17.96,57822,1.21,1444,2.07
"005935","삼성전자우",56900,300,0.53,NA,NA,NA,NA,NA,NA,1445,2.54
"001360","삼성제약",2760,-25,-0.9,NA,NA,NA,NA,1528,1.81,0,0
"010140","삼성중공업",8470,-20,-0.24,NA,NA,370,22.89,4209,2.01,0,0
"016360","삼성증권",38400,-150,-0.39,4730,8.12,7583,5.06,69383,0.55,1700,4.43
"068290","삼성출판사",16470,-340,-2.02,1179,13.97,NA,NA,17559,0.94,200,1.21
"029780","삼성카드",30750,-50,-0.16,5831,5.27,5036,6.11,73934,0.42,2500,8.13
"000810","삼성화재",269000,6000,2.28,30113,8.93,45490,5.91,276525,0.97,13800,5.13
"000815","삼성화재우",190000,800,0.42,NA,NA,NA,NA,NA,NA,13805,7.27
"006110","삼아알미늄",98100,-500,-0.51,1564,62.72,NA,NA,12540,7.82,250,0.25
"009300","삼아제약",16730,-20,-0.12,1952,8.57,NA,NA,29593,0.57,400,2.39
"145990","삼양사",46000,0,0,6872,6.69,NA,NA,136968,0.34,1250,2.72
"145995","삼양사우",25350,100,0.4,NA,NA,NA,NA,NA,NA,1300,5.13
"003230","삼양식품",190800,2300,1.22,10665,17.89,15138,12.6,60733,3.14,1400,0.73
"225190","삼양옵틱스",9980,0,0,814,12.26,NA,NA,3600,2.77,900,9.02
"002170","삼양통상",50200,100,0.2,5339,9.4,NA,NA,147462,0.34,1500,2.99
"272550","삼양패키징",16350,50,0.31,777,21.04,NA,NA,22869,0.71,750,4.59
"000070","삼양홀딩스",70600,-200,-0.28,9173,7.7,NA,NA,240995,0.29,3500,4.96
"000075","삼양홀딩스우",52900,0,0,NA,NA,NA,NA,NA,NA,3550,6.71
"003720","삼영",4990,-550,-9.93,80,62.38,370,13.49,1525,3.27,0,0
"002810","삼영무역",12690,0,0,3054,4.16,NA,NA,26238,0.48,600,4.73
"361670","삼영에스앤씨",6030,60,1.01,NA,NA,NA,NA,4529,1.33,0,0
"054540","삼영엠텍",4065,0,0,NA,NA,556,7.31,5141,0.79,50,1.23
"065570","삼영이엔씨",4700,-110,-2.29,NA,NA,NA,NA,3631,1.29,0,0
"005680","삼영전자",8280,10,0.12,909,9.11,751,11.02,26088,0.32,300,3.62
"023000","삼원강재",3000,-30,-0.99,327,9.17,NA,NA,5807,0.52,105,3.5
"004380","삼익THK",12150,-670,-5.23,804,15.11,NA,NA,10179,1.19,300,2.47
"002450","삼익악기",1118,-3,-0.27,186,6.01,NA,NA,3225,0.35,50,4.47
"032280","삼일",1855,-15,-0.8,79,23.48,NA,NA,3874,0.48,0,0
"002290","삼일기업공사",3665,-35,-0.95,201,18.23,NA,NA,5077,0.72,125,3.41
"004440","삼일씨엔에스",4480,-15,-0.33,NA,NA,NA,NA,21073,0.21,0,0
"000520","삼일제약",7090,-180,-2.48,NA,NA,NA,NA,8884,0.8,0,0
"009770","삼정펄프",24900,0,0,NA,NA,NA,NA,85204,0.29,1000,4.02
"037460","삼지전자",8280,440,5.61,3133,2.64,NA,NA,20202,0.41,450,5.43
"032750","삼진",5920,-90,-1.5,235,25.19,NA,NA,11498,0.51,80,1.35
"054090","삼진엘앤디",2045,-45,-2.15,NA,NA,NA,NA,3746,0.55,0,0
"005500","삼진제약",23200,-400,-1.69,1728,13.43,1428,16.25,20811,1.11,800,3.45
"000250","삼천당제약",93200,100,0.11,265,351.7,NA,NA,7873,11.84,0,0
"004690","삼천리",102300,-1100,-1.06,14387,7.11,NA,NA,410695,0.25,3000,2.93
"024950","삼천리자전거",6160,-60,-0.96,NA,NA,NA,NA,7719,0.8,0,0
"038500","삼표시멘트",3470,30,0.87,281,12.35,336,10.33,6403,0.54,90,2.59
"017480","삼현철강",5110,-50,-0.97,1037,4.93,NA,NA,12264,0.42,300,5.87
"010960","삼호개발",3475,15,0.43,265,13.11,NA,NA,9788,0.36,190,5.47
"046390","삼화네트웍스",1980,-40,-1.98,349,5.67,NA,NA,1462,1.35,0,0
"004450","삼화왕관",33900,450,1.35,NA,NA,NA,NA,65831,0.51,1200,3.54
"009470","삼화전기",16260,-220,-1.33,1611,10.09,NA,NA,10248,1.59,300,1.85
"011230","삼화전자",5380,-110,-2,NA,NA,NA,NA,1085,4.96,0,0
"001820","삼화콘덴서",37500,-100,-0.27,2840,13.2,3143,11.93,21828,1.72,500,1.33
"000390","삼화페인트",6190,-30,-0.48,237,26.12,NA,NA,12654,0.49,250,4.04
"027580","상보",1706,-44,-2.51,148,11.53,NA,NA,1114,1.53,0,0
"038540","상상인",4700,0,0,866,5.43,NA,NA,13665,0.34,100,2.13
"101000","상상인인더스트리",2240,40,1.82,NA,NA,NA,NA,612,3.66,0,0
"415580","상상인제3호스팩",2250,-30,-1.32,NA,NA,NA,NA,NA,NA,0,0
"452670","상상인제4호스팩",1968,-9,-0.46,NA,NA,NA,NA,NA,NA,0,0
"001290","상상인증권",730,12,1.67,35,20.86,NA,NA,2103,0.35,0,0
"041650","상신브레이크",3550,-100,-2.74,37,95.95,NA,NA,9851,0.36,100,2.82
"091580","상신이디피",15610,200,1.3,1819,8.58,NA,NA,9077,1.72,115,0.74
"263810","상신전자",4105,-155,-3.64,79,51.96,NA,NA,2891,1.42,0,0
"089980","상아프론테크",21750,-200,-0.91,476,45.69,369,58.94,11865,1.83,200,0.92
"042940","상지카일룸",547,7,1.3,NA,NA,NA,NA,613,0.89,0,0
"042600","새로닉스",30350,-50,-0.16,7365,4.12,NA,NA,16261,1.87,0,0
"075180","새론오토모티브",4445,5,0.11,NA,NA,NA,NA,11978,0.37,140,3.15
"107600","새빗켐",79400,-1800,-2.22,1846,43.01,NA,NA,12989,6.11,300,0.38
"411080","샌즈랩",10260,-530,-4.91,182,56.37,NA,NA,203,50.54,0,0
"252990","샘씨엔에스",6020,10,0.17,309,19.48,NA,NA,2296,2.62,0,0
"007540","샘표",52000,-300,-0.57,4831,10.76,NA,NA,92028,0.57,200,0.38
"248170","샘표식품",30850,-150,-0.48,2869,10.75,NA,NA,49786,0.62,200,0.65
"378800","샤페론",4980,-400,-7.43,NA,NA,NA,NA,1303,3.82,0,0
"294630","서남",4860,-220,-4.33,NA,NA,NA,NA,370,13.14,0,0
"038070","서린바이오",10050,-150,-1.47,1143,8.79,NA,NA,10044,1,130,1.29
"006730","서부T&D",8310,-200,-2.35,282,29.47,52,158.63,11459,0.73,50,0.6
"079650","서산",1691,-10,-0.59,59,28.66,NA,NA,3445,0.49,0,0
"100660","서암기계공업",5450,80,1.49,173,31.5,NA,NA,5090,1.07,35,0.64
"007860","서연",7590,-180,-2.32,3034,2.5,NA,NA,24599,0.31,100,1.32
"200880","서연이화",15500,-690,-4.26,2060,7.52,6364,2.44,26709,0.58,150,0.97
"019770","서연탑메탈",4170,0,0,240,17.38,NA,NA,6522,0.64,45,1.08
"017390","서울가스",66000,-700,-1.05,4554,14.49,NA,NA,270188,0.24,1750,2.65
"043710","서울리거",818,2,0.25,NA,NA,NA,NA,601,1.36,0,0
"092190","서울바이오시스",4480,-55,-1.21,NA,NA,NA,NA,2110,2.12,0,0
"046890","서울반도체",11020,-130,-1.17,NA,NA,68,162.15,12504,0.88,220,2
"004410","서울식품",193,-3,-1.53,2,96.5,NA,NA,76,2.54,0,0
"004415","서울식품우",1801,6,0.33,NA,NA,NA,NA,NA,NA,0,0
"063170","서울옥션",11680,-120,-1.02,270,43.26,NA,NA,7375,1.58,100,0.86
"027040","서울전자통신",490,-1,-0.2,NA,NA,NA,NA,780,0.63,0,0
"018680","서울제약",3760,0,0,95,39.58,NA,NA,3038,1.24,0,0
"021050","서원",1499,-36,-2.35,6,249.83,NA,NA,2870,0.52,0,0
"093920","서원인텍",5770,-30,-0.52,1235,4.67,NA,NA,10618,0.54,400,6.93
"189860","서전기전",5540,70,1.28,NA,NA,NA,NA,3515,1.58,0,0
"178320","서진시스템",15920,580,3.78,43,370.23,1860,8.56,14358,1.11,0,0
"122690","서진오토모티브",3365,-80,-2.32,357,9.43,NA,NA,3973,0.85,0,0
"140070","서플러스글로벌",3640,-20,-0.55,733,4.97,NA,NA,5292,0.69,50,1.37
"011370","서한",973,-15,-1.52,390,2.49,NA,NA,3928,0.25,50,5.14
"065710","서호전기",19030,30,0.16,2215,8.59,NA,NA,17842,1.07,1500,7.88
"008490","서흥",29500,-500,-1.67,3056,9.65,2684,10.99,37893,0.78,400,1.36
"035890","서희건설",1397,11,0.79,454,3.08,NA,NA,3361,0.42,45,3.22
"357550","석경에이티",58300,-1300,-2.18,793,73.52,NA,NA,5512,10.58,0,0
"003100","선광",18400,-300,-1.6,2510,7.33,NA,NA,58858,0.31,350,1.9
"007610","선도전기",3000,0,0,NA,NA,NA,NA,3277,0.92,0,0
"067370","선바이오",10840,310,2.94,74,146.49,NA,NA,1937,5.6,50,0.46
"171090","선익시스템",23750,-500,-2.06,NA,NA,1524,15.58,9317,2.55,0,0
"136490","선진",7790,-50,-0.64,975,7.99,NA,NA,17831,0.44,100,1.28
"086710","선진뷰티사이언스",8520,-80,-0.93,1620,5.26,752,11.33,5376,1.58,20,0.23
"014620","성광벤드",15730,0,0,1405,11.2,2134,7.37,16891,0.93,100,0.64
"037350","성도이엔지",4170,-135,-3.14,78,53.46,NA,NA,18176,0.23,100,2.4
"014910","성문전자",1580,-4,-0.25,112,14.11,NA,NA,1756,0.9,5,0.32
"014915","성문전자우",6280,60,0.96,NA,NA,NA,NA,NA,NA,10,0.16
"003080","성보화학",2985,-15,-0.5,204,14.63,NA,NA,6994,0.43,135,4.52
"004980","성신양회",9620,-140,-1.43,NA,NA,1337,7.2,16402,0.59,200,2.08
"004985","성신양회우",12590,-70,-0.55,NA,NA,NA,NA,NA,NA,250,1.99
"011300","성안",2015,-190,-8.62,NA,NA,NA,NA,458,4.4,0,0
"081580","성우전자",2300,-45,-1.92,371,6.2,NA,NA,7276,0.32,50,2.17
"045300","성우테크론",4070,-20,-0.49,498,8.17,NA,NA,7187,0.57,40,0.98
"015750","성우하이텍",9220,-110,-1.18,487,18.93,2172,4.25,14578,0.63,100,1.08
"365340","성일하이텍",114000,-1700,-1.47,3856,29.56,3751,30.39,24421,4.67,0,0
"000180","성창기업지주",1990,-20,-1,NA,NA,NA,NA,9349,0.21,0,0
"080470","성창오토텍",5380,-90,-1.65,321,16.76,NA,NA,6008,0.9,70,1.3
"043260","성호전자",1667,-18,-1.07,NA,NA,NA,NA,1685,0.99,0,0
"148150","세경하이테크",13920,60,0.43,1402,9.93,1233,11.29,14689,0.95,0,0
"002420","세기상사",6960,-60,-0.85,NA,NA,NA,NA,5022,1.39,0,0
"053060","세동",1900,-50,-2.56,709,2.68,NA,NA,1631,1.16,0,0
"340440","세림B&G",2070,-45,-2.13,79,26.2,NA,NA,1029,2.01,0,0
"017510","세명전기",2965,-5,-0.17,148,20.03,NA,NA,4901,0.6,70,2.36
"004360","세방",11820,-220,-1.83,4819,2.45,NA,NA,54430,0.22,300,2.54
"004365","세방우",6930,-30,-0.43,NA,NA,NA,NA,NA,NA,305,4.4
"004490","세방전지",63300,-200,-0.31,3222,19.65,NA,NA,91306,0.69,600,0.95
"011560","세보엠이씨",9290,-240,-2.52,2361,3.93,NA,NA,18328,0.51,500,5.38
"396300","세아메카닉스",4630,-120,-2.53,150,30.87,315,14.69,2407,1.92,0,0
"001430","세아베스틸지주",24700,850,3.56,2572,9.6,5178,4.77,52580,0.47,1200,4.86
"306200","세아제강",143800,1600,1.13,56889,2.53,66527,2.16,296062,0.49,6000,4.17
"003030","세아제강지주",207500,8000,4.01,68897,3.01,NA,NA,372105,0.56,2250,1.08
"019440","세아특수강",15310,230,1.53,2185,7.01,NA,NA,40593,0.38,1000,6.53
"058650","세아홀딩스",104700,-300,-0.29,31597,3.31,NA,NA,530930,0.2,4000,3.82
"013000","세우글로벌",1381,-25,-1.78,53,26.06,NA,NA,1597,0.86,0,0
"100700","세운메디칼",2680,-45,-1.65,240,11.17,NA,NA,2841,0.94,60,2.24
"024830","세원물산",6980,-50,-0.71,1949,3.58,NA,NA,29139,0.24,25,0.36
"091090","세원이앤씨",1270,0,0,NA,NA,NA,NA,3875,0.33,0,0
"021820","세원정공",6630,-100,-1.49,NA,NA,NA,NA,45187,0.15,25,0.38
"067830","세이브존I&C",2610,0,0,243,10.74,NA,NA,12290,0.21,30,1.15
"033530","세종공업",6410,-100,-1.54,64,100.16,NA,NA,14878,0.43,100,1.56
"258830","세종메디칼",1152,-25,-2.12,NA,NA,NA,NA,487,2.37,0,0
"036630","세종텔레콤",682,-5,-0.73,NA,NA,NA,NA,1122,0.61,0,0
"039310","세중",2240,15,0.67,203,11.03,NA,NA,4896,0.46,0,0
"075580","세진중공업",5580,-30,-0.53,212,26.32,NA,NA,2993,1.86,150,2.69
"067770","세진티에스",2695,-45,-1.64,NA,NA,NA,NA,5424,0.5,0,0
"053450","세코닉스",8350,70,0.85,NA,NA,950,8.79,7541,1.11,0,0
"222810","세토피아",2710,130,5.04,NA,NA,NA,NA,552,4.91,0,0
"252500","세화피앤씨",1061,-35,-3.19,32,33.16,NA,NA,895,1.19,10,0.94
"321370","센서뷰",6460,690,11.96,NA,NA,NA,NA,648,9.97,0,0
"347000","센코",3460,5,0.14,30,115.33,NA,NA,1302,2.66,0,0
"331920","셀레믹스",4635,-160,-3.34,NA,NA,NA,NA,2277,2.04,0,0
"049180","셀루메드",3670,-90,-2.39,NA,NA,NA,NA,1292,2.84,0,0
"299660","셀리드",5430,-10,-0.18,NA,NA,NA,NA,2105,2.58,0,0
"268600","셀리버리",6680,0,0,NA,NA,NA,NA,294,22.72,0,0
"108860","셀바스AI",23400,-850,-3.51,287,81.53,NA,NA,2340,10,0,0
"208370","셀바스헬스케어",9770,170,1.77,118,82.8,NA,NA,1469,6.65,0,0
"318160","셀바이오휴먼텍",4445,-20,-0.45,NA,NA,NA,NA,NA,NA,0,0
"068270","셀트리온",145600,-800,-0.55,3751,38.82,4822,30.2,28937,5.03,375,0.26
"068760","셀트리온제약",70100,-700,-0.99,659,106.37,NA,NA,9049,7.75,0,0
"091990","셀트리온헬스케어",64300,-300,-0.46,913,70.43,1376,46.74,12795,5.03,130,0.2
"068940","셀피글로벌",778,0,0,284,2.74,NA,NA,680,1.14,0,0
"060230","소니드",3065,-85,-2.7,NA,NA,NA,NA,3549,0.86,0,0
"290690","소룩스",18650,100,0.54,NA,NA,NA,NA,5249,3.55,50,0.27
"032680","소프트센",716,-13,-1.78,122,5.87,NA,NA,721,0.99,0,0
"032685","소프트센우",9600,80,0.84,NA,NA,NA,NA,NA,NA,0,0
"258790","소프트캠프",1560,-39,-2.44,37,42.16,NA,NA,697,2.24,0,0
"066910","손오공",2265,150,7.09,NA,NA,NA,NA,695,3.26,0,0
"043100","솔고바이오",446,-5,-1.11,NA,NA,NA,NA,441,1.01,0,0
"336370","솔루스첨단소재",29700,-300,-1,NA,NA,10,3119.75,15536,1.91,100,0.34
"33637K","솔루스첨단소재1우",6900,-30,-0.43,NA,NA,NA,NA,NA,NA,101,1.46
"33637L","솔루스첨단소재2우B",9180,10,0.11,NA,NA,NA,NA,NA,NA,100,1.09
"248070","솔루엠",30600,1350,4.62,954,32.08,2352,13.01,5958,5.14,0,0
"035610","솔본",4260,-140,-3.18,NA,NA,NA,NA,4825,0.88,0,0
"357780","솔브레인",236500,2500,1.07,20967,11.28,20984,11.27,100423,2.36,2000,0.85
"036830","솔브레인홀딩스",33450,-1400,-4.02,3107,10.77,NA,NA,55592,0.6,170,0.51
"304100","솔트룩스",31900,-1250,-3.77,NA,NA,NA,NA,4225,7.55,0,0
"328380","솔트웨어",1240,-55,-4.25,NA,NA,NA,NA,628,1.97,0,0
"004430","송원산업",17620,40,0.23,5497,3.21,NA,NA,28443,0.62,500,2.84
"086980","쇼박스",3195,-30,-0.93,NA,NA,NA,NA,2165,1.48,0,0
"050960","수산아이앤티",10350,290,2.88,369,28.05,NA,NA,11972,0.86,125,1.21
"126720","수산인더스트리",22250,1550,7.49,3544,6.28,3395,6.55,32090,0.69,600,2.7
"017550","수산중공업",2415,0,0,292,8.27,NA,NA,2566,0.94,10,0.41
"084180","수성샐바시온",780,10,1.3,NA,NA,NA,NA,614,1.27,0,0
"253840","수젠텍",7770,30,0.39,1686,4.61,NA,NA,8641,0.9,150,1.93
"298830","슈어소프트테크",6620,-360,-5.16,NA,NA,240,27.64,NA,NA,0,0
"236200","슈프리마",21350,-50,-0.23,2560,8.34,NA,NA,26171,0.82,0,0
"094840","슈프리마에이치큐",7090,-210,-2.88,1337,5.3,NA,NA,18518,0.38,0,0
"192440","슈피겐코리아",32650,-700,-2.1,5476,5.96,9370,3.48,70159,0.47,560,1.72
"424960","스마트레이더시스템",20950,1100,5.54,NA,NA,191,109.5,695,30.14,0,0
"136510","스마트솔루션즈",11600,0,0,NA,NA,NA,NA,NA,NA,0,0
"099440","스맥",5330,140,2.7,326,16.35,NA,NA,2445,2.18,0,0
"053210","스카이라이프",6160,-30,-0.48,470,13.11,929,6.63,17321,0.36,350,5.68
"033790","스카이문스테크놀로지",1369,92,7.2,103,13.29,NA,NA,1399,0.98,0,0
"276040","스코넥",8310,-330,-3.82,NA,NA,NA,NA,2061,4.03,0,0
"159910","스킨앤스킨",112,3,2.75,NA,NA,NA,NA,78,1.44,0,0
"115570","스타플렉스",3600,-40,-1.1,830,4.34,NA,NA,9870,0.36,0,0
"330730","스톤브릿지벤처스",3950,-10,-0.25,412,9.59,NA,NA,4951,0.8,400,10.13
"253450","스튜디오드래곤",51500,-300,-0.58,1684,30.58,2163,23.81,21982,2.34,0,0
"408900","스튜디오미르",24800,-1000,-3.88,367,67.57,NA,NA,4847,5.12,0,0
"204630","스튜디오산타클로스",658,-6,-0.9,NA,NA,NA,NA,843,0.78,0,0
"026890","스틱인베스트먼트",6680,80,1.21,428,15.61,NA,NA,6347,1.05,200,2.99
"013810","스페코",3775,-85,-2.2,52,72.6,NA,NA,3154,1.2,0,0
"203690","스피어파워",9300,-370,-3.83,NA,NA,NA,NA,1090,8.53,0,0
"049830","승일",10780,100,0.94,222,48.56,NA,NA,24634,0.44,85,0.79
"020710","시공테크",5350,70,1.33,363,14.74,NA,NA,6517,0.82,20,0.37
"033170","시그네틱스",1228,-22,-1.76,88,13.95,NA,NA,1532,0.8,0,0
"048870","시너지이노베이션",3920,-170,-4.16,199,19.7,NA,NA,1692,2.32,0,0
"025320","시노펙스",3795,-65,-1.68,114,33.29,NA,NA,1373,2.76,0,0
"134790","시디즈",30150,-100,-0.33,1516,19.89,NA,NA,37778,0.8,400,1.33
"269620","시스웍",889,0,0,NA,NA,NA,NA,337,2.64,0,0
"429270","시지트로닉스",17960,-970,-5.12,NA,NA,NA,NA,3305,5.43,0,0
"418250","시큐레터",28200,250,0.89,NA,NA,NA,NA,1030,27.38,0,0
"131090","시큐브",1018,-2,-0.2,118,8.63,NA,NA,1018,1,25,2.46
"232830","시큐센",4710,-240,-4.85,233,20.21,NA,NA,852,5.53,0,0
"139050","시티랩스",7930,380,5.03,NA,NA,NA,NA,5010,1.58,0,0
"016590","신대양제지",5730,20,0.35,1319,4.34,NA,NA,15417,0.37,125,2.18
"290520","신도기연",4255,-120,-2.74,NA,NA,NA,NA,3913,1.09,0,0
"029530","신도리코",32400,-150,-0.46,5007,6.47,NA,NA,109950,0.29,1500,4.63
"004970","신라교역",8470,-40,-0.47,899,9.42,NA,NA,35416,0.24,500,5.9
"001000","신라섬유",1875,-11,-0.58,NA,NA,NA,NA,634,2.96,0,0
"025870","신라에스지",7850,-90,-1.13,284,27.64,NA,NA,4420,1.78,0,0
"215600","신라젠",5110,70,1.39,NA,NA,NA,NA,768,6.65,0,0
"065350","신성델타테크",49900,-1100,-2.16,627,79.59,NA,NA,6076,8.21,120,0.24
"011930","신성이엔지",2440,-5,-0.2,168,14.52,197,12.41,1036,2.36,0,0
"005390","신성통상",1996,-1,-0.05,533,3.74,NA,NA,2389,0.84,0,0
"004170","신세계",208500,-4000,-1.88,41282,5.05,38222,5.45,418209,0.5,3750,1.8
"035510","신세계 I&C",12870,-80,-0.62,6381,2.02,2610,4.93,27495,0.47,500,3.89
"034300","신세계건설",16250,-90,-0.55,NA,NA,NA,NA,70930,0.23,500,3.08
"031430","신세계인터내셔날",19430,-160,-0.82,3313,5.86,2265,8.58,23264,0.84,500,2.57
"031440","신세계푸드",39450,-250,-0.63,NA,NA,4444,8.88,75425,0.52,750,1.9
"006880","신송홀딩스",6800,-180,-2.58,139,48.92,NA,NA,8832,0.77,120,1.76
"162300","신스틸",4340,-45,-1.03,163,26.63,NA,NA,1580,2.75,0,0
"002800","신신제약",5070,-30,-0.59,291,17.42,NA,NA,3935,1.29,50,0.99
"419270","신영스팩7호",2425,0,0,NA,NA,NA,NA,NA,NA,0,0
"430220","신영스팩8호",2140,-10,-0.47,NA,NA,NA,NA,NA,NA,0,0
"445970","신영스팩9호",2085,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"005800","신영와코루",9100,-80,-0.87,2611,3.49,NA,NA,40302,0.23,150,1.65
"001720","신영증권",56400,200,0.36,11893,4.74,NA,NA,188226,0.3,4000,7.09
"001725","신영증권우",54900,-100,-0.18,NA,NA,NA,NA,NA,NA,4050,7.38
"009270","신원",1283,1,0.08,224,5.73,NA,NA,2866,0.45,100,7.79
"017000","신원종합개발",4210,-60,-1.41,397,10.6,NA,NA,8382,0.5,0,0
"002700","신일전자",1796,6,0.34,15,119.73,NA,NA,1165,1.54,10,0.56
"012790","신일제약",7170,-50,-0.69,1053,6.81,NA,NA,10676,0.67,100,1.39
"138070","신진에스엠",2650,-70,-2.57,255,10.39,NA,NA,4467,0.59,100,3.77
"226330","신테카바이오",14620,-1060,-6.76,NA,NA,NA,NA,2327,6.28,0,0
"002870","신풍",952,-39,-3.94,NA,NA,NA,NA,2895,0.33,50,5.25
"019170","신풍제약",16700,-440,-2.57,NA,NA,NA,NA,6690,2.5,0,0
"019175","신풍제약우",27350,-450,-1.62,NA,NA,NA,NA,NA,NA,0,0
"418210","신한제10호스팩",2195,-20,-0.9,NA,NA,NA,NA,NA,NA,0,0
"393360","신한제8호스팩",2325,0,0,NA,NA,NA,NA,NA,NA,0,0
"405640","신한제9호스팩",2250,-15,-0.66,NA,NA,NA,NA,NA,NA,0,0
"055550","신한지주",37350,-350,-0.93,8454,4.42,9244,4.04,95206,0.39,2065,5.53
"056700","신화인터텍",2395,-25,-1.03,NA,NA,NA,NA,3184,0.75,0,0
"187270","신화콘텍",4510,-25,-0.55,505,8.93,NA,NA,6216,0.73,0,0
"004080","신흥",14110,110,0.79,901,15.66,NA,NA,11398,1.24,250,1.77
"243840","신흥에스이씨",45200,-550,-1.2,2468,18.31,4146,10.9,39654,1.14,330,0.73
"257720","실리콘투",9130,610,7.16,186,49.09,780,11.71,1602,5.7,0,0
"222800","심텍",38250,1350,3.66,7719,4.96,2537,15.08,19171,2,500,1.31
"036710","심텍홀딩스",2870,90,3.24,711,4.04,NA,NA,4971,0.58,50,1.74
"160980","싸이맥스",16100,-230,-1.41,761,21.16,NA,NA,14805,1.09,300,1.86
"356890","싸이버원",10650,-330,-3.01,440,24.2,NA,NA,6049,1.76,80,0.75
"217330","싸이토젠",15700,50,0.32,NA,NA,NA,NA,318,49.37,0,0
"102280","쌍방울",269,0,0,NA,NA,NA,NA,528,0.51,0,0
"003410","쌍용C&E",5690,-20,-0.35,254,22.4,221,25.7,3172,1.79,440,7.73
"010280","쌍용정보통신",814,-3,-0.37,188,4.33,302,2.69,891,0.91,0,0
"004770","써니전자",2360,0,0,144,16.39,NA,NA,2101,1.12,0,0
"208640","썸에이지",393,-6,-1.5,NA,NA,NA,NA,247,1.59,0,0
"222420","쎄노텍",1803,3,0.17,NA,NA,NA,NA,870,2.07,0,0
"037760","쎄니트",1543,-2,-0.13,272,5.67,NA,NA,2867,0.54,50,3.24
"099320","쎄트렉아이",32800,-650,-1.94,NA,NA,NA,NA,13307,2.46,80,0.24
"015540","쎌마테라퓨틱스",6410,0,0,NA,NA,NA,NA,69,92.9,0,0
"049960","쎌바이오텍",11490,-130,-1.12,1201,9.57,NA,NA,15794,0.73,450,3.92
"403550","쏘카",12840,-220,-1.68,NA,NA,488,26.3,7565,1.7,0,0
"050890","쏠리드",6960,1120,19.18,490,14.2,675,10.32,3761,1.85,50,0.72
"066790","씨씨에스",686,37,5.7,16,42.88,NA,NA,485,1.41,0,0
"222080","씨아이에스",10330,50,0.49,190,54.37,NA,NA,2221,4.65,0,0
"004920","씨아이테크",2010,-70,-3.37,NA,NA,NA,NA,1240,1.62,0,0
"352480","씨앤씨인터내셔널",66100,-3100,-4.48,1646,40.16,3588,18.42,13422,4.92,0,0
"264660","씨앤지하이테크",13050,0,0,2062,6.33,NA,NA,11308,1.15,500,3.83
"352700","씨앤투스",3875,80,2.11,698,5.55,NA,NA,6156,0.63,260,6.71
"297090","씨에스베어링",11850,50,0.42,NA,NA,450,26.35,3227,3.67,0,0
"112610","씨에스윈드",58100,-800,-1.36,NA,NA,3632,16,21158,2.75,500,0.86
"359090","씨엔알리서치",1325,-41,-3,73,18.15,NA,NA,664,2,0,0
"115530","씨엔플러스",437,-5,-1.13,26,16.81,NA,NA,171,2.56,0,0
"115480","씨유메디칼",919,-8,-0.86,202,4.55,NA,NA,1279,0.72,0,0
"340810","씨유박스",11890,380,3.3,NA,NA,NA,NA,483,24.62,0,0
"376290","씨유테크",3640,-15,-0.41,216,16.85,NA,NA,5729,0.64,64,1.76
"189330","씨이랩",15600,-1020,-6.14,NA,NA,NA,NA,3439,4.54,0,0
"096530","씨젠",21500,-1200,-5.29,3586,6,591,36.37,23037,0.93,800,3.72
"101240","씨큐브",5460,-140,-2.5,601,9.08,NA,NA,7236,0.75,180,3.3
"060590","씨티씨바이오",12600,-450,-3.45,283,44.52,NA,NA,4014,3.14,0,0
"308170","씨티알모빌리티",13570,-50,-0.37,131,103.59,NA,NA,12061,1.13,0,0
"260930","씨티케이",6140,250,4.24,NA,NA,NA,NA,8171,0.75,50,0.81
"052300","씨티프라퍼티",332,-8,-2.35,NA,NA,NA,NA,1688,0.2,0,0
