"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE"
"1160","256150","한독크린텍","7,830","140","-1.76%","500","657","8,395",1.53,"22,364","14.72","9.63"
"1161","037230","한국팩키지","2,205","15","-0.68%","500","657","29,800",0.06,"15,222","-8.08","-14.65"
"1162","039020","이건홀딩스","2,900","25","-0.85%","1,000","655","22,585",0.36,"16,676","-24.79","1.33"
"1163","049830","승일","10,680","240","-2.20%","500","655","6,132",0.21,"2,809","205.38","0.90"
"1164","053620","태양","7,590","60","-0.78%","500","653","8,600",0.36,"3,402","7.28","3.85"
"1165","040350","큐로컴","518","50","+10.68%","500","653","125,973",0.58,"11,271,906","-5.51","-24.14"
"1166","258830","세종메디칼","1,177","39","-3.21%","100","652","55,366",3.31,"346,472","-0.98","-224.94"
"1167","028080","휴맥스홀딩스","5,170","120","-2.27%","500","650","12,578",0,"28,786","-2.64","-12.87"
"1168","066130","하츠","5,070","0","0.00%","500","649","12,800",1.21,"18,891","16.57","4.79"
"1169","089140","넥스턴바이오","6,900","320","-4.43%","2,500","649","9,404",0,"129,533","2.31","-4.67"
"1170","042040","케이피엠테크","373","1","+0.27%","100","647","173,380",1.91,"262,832","18.65","-11.90"
"1171","205500","액션스퀘어","1,389","32","-2.25%","500","647","46,546",0.45,"98,656","-4.76","-48.43"
"1172","004590","한국가구","4,305","5","+0.12%","100","646","15,000",0.69,"25,703","5.55","8.01"
"1173","376290","씨유테크","3,655","5","-0.14%","500","645","17,658",69.73,"16,691","215","3.77"
"1174","042500","링네트","4,185","25","-0.59%","500","643","15,357",1.23,"10,168","7.62","12.73"
"1175","237820","플레이디","5,010","60","-1.18%","500","643","12,827",2.31,"14,328","25.43","6.47"
"1176","079970","투비소프트","822","13","-1.56%","500","642","78,138",2.99,"406,444","-4.49","-40.05"
"1177","056360","코위버","6,550","50","-0.76%","500","642","9,797",1.33,"122,234","-19.49","3.46"
"1178","060900","DGP","2,660","60","-2.21%","1,000","640","24,062",1.47,"135,010","-3.1","-49.11"
"1179","263920","휴엠앤씨","1,299","21","-1.59%","500","637","49,045",1.66,"88,031","11.39","2.35"
"1180","022220","TKG애강","1,230","5","-0.40%","500","637","51,795",0.45,"52,955","11.83","4.96"
"1181","033200","모아텍","4,440","45","-1.00%","500","636","14,331",50.91,"6,603","-62.54","-2.16"
"1182","100030","인지소프트","19,370","920","+4.99%","500","636","3,284",2.48,"37,001","-30.22","7.88"
"1183","065650","메디프론","1,229","7","-0.57%","500","636","51,743",0.5,"240,877","-4.14","-32.77"
"1184","090150","아이윈","1,512","8","-0.53%","500","633","41,875",1.95,"99,884","-15.59","-5.27"
"1185","104200","NHN벅스","4,265","5","+0.12%","500","632","14,828",1.2,"15,795","-137.58","3.49"
"1186","222110","팬젠","5,920","20","+0.34%","500","632","10,678",8.57,"4,799","-22.42","-23.46"
"1187","351320","에스에이티이엔지","2,870","10","-0.35%","100","632","22,016",2.98,"20,993","-29.9","2.90"
"1188","273060","와이즈버즈","1,251","22","-1.73%","100","631","50,460",2.96,"275,566","156.38","5.19"
"1189","033560","블루콤","3,690","10","-0.27%","500","631","17,100",2.12,"18,853","-38.44","-0.17"
"1190","069110","코스온","2,630","0","0.00%","500","630","23,941",0.72,"0","-3.12","473.43"
"1191","238120","얼라인드","8,750","510","+6.19%","500","629","7,189",3.59,"102,012","28.78","8.36"
"1192","189690","포시에스","2,300","10","-0.43%","500","628","27,322",5.36,"72,196","9.79","10.39"
"1193","032980","바이온","1,650","18","-1.08%","500","627","37,993",2.41,"63,491","-7.97","-34.33"
"1194","270870","뉴트리","6,810","70","+1.04%","500","627","9,200",0.82,"4,021","-43.94","4.98"
"1195","057540","옴니시스템","1,019","10","-0.97%","500","626","61,449",3.49,"246,792","67.93","0.66"
"1196","263540","어스앤에어로스페이스","5,950","0","0.00%","500","624","10,494",0.92,"0","-3.74","19.66"
"1197","262840","아이퀘스트","6,330","10","+0.16%","100","624","9,860",0.36,"10,755","41.92","N/A"
"1198","126640","화신정공","1,710","10","-0.58%","100","622","36,374",2.56,"45,936","7.53","7.10"
"1199","066910","손오공","2,115","65","-2.98%","500","621","29,354",0,"106,893","-7.17","-34.21"
"1200","046970","우리로","1,937","32","-1.63%","500","621","32,050",1.85,"1,904,004","-13.45","-8.84"
"1201","032940","원익","3,400","25","-0.73%","500","619","18,193",2.37,"29,216","2.19","16.32"
"1202","039420","케이엘넷","2,555","50","-1.92%","500","617","24,155",1.28,"250,156","9.71","14.59"
"1203","197140","디지캡","6,420","150","-2.28%","500","615","9,581",6.14,"345,592","73.79","2.15"
"1204","048770","TPC","3,915","160","-3.93%","500","615","15,698",1.73,"385,846","-11.28","0.07"
"1205","121850","코이즈","2,005","5","-0.25%","500","614","30,614",0.51,"117,316","-7.21","-75.89"
"1206","072990","에이치시티","8,560","330","-3.71%","500","614","7,171",6.52,"18,060","12.41","8.15"
"1207","228340","동양파일","3,060","45","-1.45%","500","612","20,000",0.8,"40,219","9.81","4.07"
"1208","221840","하이즈항공","3,270","15","-0.46%","500","612","18,701",0.2,"8,769","-8.7","-20.90"
"1209","220180","핸디소프트","3,145","10","+0.32%","500","610","19,408",0.99,"33,485","34.18","N/A"
"1210","056730","CNT85","1,294","23","-1.75%","500","610","47,104",2.56,"320,121","5.41","7.15"
"1211","014190","원익큐브","1,717","55","+3.31%","500","608","35,400",2.21,"621,092","19.29","4.42"
"1212","198440","고려시멘트","1,898","10","-0.52%","100","607","31,980",1.22,"72,912","-2.97","-6.85"
"1213","036170","클라우드에어","989","2","-0.20%","1,000","607","61,366",5.19,"120,119","14.54","3.87"
"1214","263810","상신전자","4,260","140","-3.18%","500","607","14,245",2.72,"169,413","10.05","2.80"
"1215","052670","제일바이오","2,080","0","0.00%","500","606","29,129",2.31,"0","-71.72","-4.85"
"1216","034940","조아제약","1,953","11","-0.56%","500","605","30,980",0.97,"16,535","31","1.09"
"1217","299170","더블유에스아이","2,010","40","-1.95%","100","604","30,028",1.87,"90,031","16.34","12.31"
"1218","031310","아이즈비전","3,435","35","-1.01%","500","600","17,482",2.38,"2,357,895","8.79","-4.61"
"1219","340440","세림B&G","2,115","75","-3.42%","100","600","28,378",0.45,"137,194","22.03","7.94"
"1220","153490","우리이앤엘","1,165","1","-0.09%","500","600","51,480",2.66,"793,884","-14.56","7.24"
"1221","419540","비스토스","2,605","10","+0.39%","100","599","22,993",1.21,"419,280","-11.79","-38.88"
"1222","127120","디엔에이링크","3,500","175","-4.76%","500","598","17,094",0.69,"87,234","-10.36","-25.66"
"1223","040160","누리플렉스","4,940","15","+0.30%","500","596","12,056",29.3,"11,147","22.87","0.79"
"1224","139050","시티랩스","7,550","160","-2.08%","500","594","7,862",2.35,"48,895","3.14","-43.02"
"1225","065570","삼영이엔씨","4,810","20","-0.41%","500","593","12,323",1,"49,168","-1.59","-74.41"
"1226","032580","피델릭스","1,786","126","-6.59%","500","592","33,132",36.93,"3,950,354","23.19","18.39"
"1227","219550","디와이디","1,129","9","-0.79%","500","590","52,286",0.91,"283,117","-10.45","3.75"
"1228","340360","다보링크","1,380","15","+1.10%","100","590","42,765",2.35,"414,116","-16.05","-31.03"
"1229","039610","화성밸브","5,650","40","+0.71%","500","588","10,410",3.27,"63,381","10.35","N/A"
"1230","024830","세원물산","7,030","20","-0.28%","500","587","8,350",2.45,"5,419","4.12","6.83"
"1231","140520","대창스틸","2,770","10","-0.36%","500","585","21,109",0.46,"11,903","9.2","43.83"
"1232","147760","피엠티","5,400","140","-2.53%","500","584","10,820",1.98,"21,225","-12.16","-7.22"
"1233","083550","케이엠","4,960","90","-1.78%","500","584","11,773",0.41,"6,748","13.78","5.91"
"1234","040610","SG&G","1,713","32","-1.83%","500","584","34,087",0.78,"28,044","1.51","14.16"
"1235","200780","비씨월드제약","6,560","70","-1.06%","200","583","8,892",0.45,"6,004","10.65","0.35"
"1236","246690","TS인베스트먼트","1,404","32","+2.33%","500","582","41,478",0.97,"205,540","31.91","12.32"
"1237","279600","미디어젠","12,430","270","+2.22%","500","582","4,685",0.46,"20,050","-15.54","-10.86"
"1238","212560","네오오토","7,390","10","+0.14%","500","582","7,875",2.95,"94,493","6.39","8.45"
"1239","123010","아이윈플러스","1,780","34","-1.87%","500","581","32,659",0,"121,585","-6.59","N/A"
"1240","036690","코맥스","3,655","15","+0.41%","500","581","15,905",1.96,"101,577","-7.43","-10.44"
"1241","331520","밸로프","1,139","9","+0.80%","100","579","50,864",0.96,"121,305","142.38","8.65"
"1242","215790","이노인스트루먼트","1,438","32","-2.18%","500","579","40,283",20.72,"121,706","102.71","5.88"
"1243","052770","아이톡시","1,478","20","+1.37%","500","579","39,185",1.28,"350,329","12.02","-6.48"
"1244","046310","백금T&A","3,525","105","-2.89%","500","579","16,419",3.59,"90,096","5.69","10.26"
"1245","177830","파버나인","4,050","45","-1.10%","500","579","14,289",1.88,"19,375","12.98","9.83"
"1246","065440","이루온","2,120","40","-1.85%","500","578","27,275",2.27,"274,859","36.55","4.28"
"1247","050860","아세아텍","2,565","45","-1.72%","500","577","22,500",2.59,"58,882","6.02","7.60"
"1248","023770","플레이위드","6,580","160","-2.37%","500","577","8,767",4.31,"28,990","-7.87","-10.75"
"1249","286750","나노브릭","2,795","55","-1.93%","500","576","20,608",1.64,"306,514","-26.62","N/A"
"1250","323230","엠에프엠코리아","1,777","26","+1.48%","100","575","32,361",8.06,"1,414,811","-32.31","-1.18"
"1251","033540","파라텍","785","10","-1.26%","200","574","73,175",0.6,"81,233","-5.95","-5.85"
"1252","080520","오디텍","4,880","20","+0.41%","500","573","11,747",1.6,"29,622","-41.01","-3.23"
"1253","062860","티엘아이","5,800","0","0.00%","500","573","9,873",0.14,"0","-7.14","-11.15"
"1254","035620","바른손이앤에이","769","1","-0.13%","500","572","74,440",1.27,"99,156","-3.77","-13.52"
"1255","038620","위즈코프","860","12","+1.42%","500","572","66,546",1.17,"202,672","10.89","3.70"
"1256","131100","초록뱀이앤엠","2,040","60","-2.86%","500","572","28,048",0,"35,480","5.83","-3.04"
"1257","046940","우원개발","3,165","10","-0.31%","500","572","18,074",0.04,"57,113","11.85","3.67"
"1258","052600","한네트","4,945","5","-0.10%","500","572","11,564",2.64,"22,440","22.68","5.54"
"1259","014970","삼륭물산","3,780","45","-1.18%","500","572","15,125",0.14,"6,737","-40.65","-4.23"
"1260","192410","휴림네트웍스","525","12","+2.34%","200","571","108,796",0.7,"737,407","-2.42","-39.35"
"1261","232830","시큐센","4,950","200","-3.88%","500","570","11,515",2.04,"2,367,403","21.24","31.76"
"1262","042940","상지카일룸","540","13","-2.35%","500","569","105,454",0,"278,739","7.4","-21.32"
"1263","195500","마니커에프앤지","3,575","80","-2.19%","500","569","15,928",3.26,"187,765","42.56","-0.41"
"1264","290380","대유","2,300","0","0.00%","500","568","24,714",4.24,"0","-1.42","N/A"
"1265","101240","씨큐브","5,600","20","-0.36%","500","568","10,138",2.58,"69,642","18.54","8.65"
"1266","073110","엘엠에스","6,370","30","-0.47%","500","567","8,896",0.98,"18,586","-6.55","0.27"
"1267","260970","에스앤디","13,940","20","+0.14%","500","566","4,059",0.55,"3,823","6.72","13.39"
"1268","013810","스페코","3,860","25","-0.64%","500","566","14,655",3.17,"53,301","29.92","1.58"
"1269","303030","지니틱스","1,581","43","-2.65%","100","565","35,746",1.54,"274,876","-4.44","-34.90"
"1270","047080","한빛소프트","2,275","5","-0.22%","500","565","24,822",1.83,"27,844","-13.23","11.18"
"1271","087600","픽셀플러스","6,910","320","-4.43%","500","564","8,167",0,"81,975","-17.67","0.29"
"1272","246960","이노테라피","8,840","0","0.00%","500","562","6,357",1.27,"5,814","-6.72","-51.65"
"1273","169330","엠브레인","3,075","40","+1.32%","500","561","18,252",21.15,"8,090","13.73","21.68"
"1274","016100","리더스코스메틱","2,935","50","+1.73%","500","561","19,101",1.24,"20,804","28.77","-1.39"
"1275","094970","제이엠티","3,345","115","+3.56%","500","560","16,748",6.08,"235,118","2.02","32.90"
"1276","064090","웨스트라이즈","1,825","2","+0.11%","500","557","30,548",0.39,"9,510","-1.88","-187.01"
"1277","298060","에스씨엠생명과학","4,535","105","-2.26%","500","556","12,256",4.25,"54,363","-3.18","-66.35"
"1278","208640","썸에이지","399","0","0.00%","100","556","139,240",0.86,"112,581","-2.81","-52.16"
"1279","255220","SG","1,168","25","-2.10%","100","555","47,528",2.31,"62,597","-3.79","4.28"
"1280","377460","위니아에이드","3,600","45","-1.23%","500","554","15,393",1.25,"19,358","5.11","N/A"
"1281","052460","아이크래프트","3,785","135","-3.44%","500","553","14,608",1.78,"205,688","16.39","1.52"
"1282","208340","파멥신","2,150","25","+1.18%","500","552","25,679",0,"3,045,477","-2.27","-80.71"
"1283","129890","앱코","5,450","330","-5.71%","500","552","10,129",1.78,"131,152","-3.76","-27.28"
"1284","204840","지엘팜텍","878","42","-4.57%","100","547","62,354",0.4,"1,503,867","-31.36","-4.80"
"1285","013720","CBI","1,793","3","-0.17%","1,000","545","30,416",4.5,"171,915","-1.73","-81.58"
"1286","290120","대유에이피","4,255","70","-1.62%","500","544","12,783",0.62,"31,308","3.59","31.10"
"1287","065170","비엘팜텍","611","2","-0.33%","500","544","88,971",2.96,"712,539","-3.89","-30.13"
"1288","051380","피씨디렉트","7,080","50","-0.70%","500","543","7,670",1.24,"16,883","-31.05","-8.45"
"1289","085910","네오티스","3,925","20","+0.51%","500","543","13,829",7.56,"12,223","-56.88","9.24"
"1290","181340","이즈미디어","2,705","0","0.00%","500","543","20,059",2.93,"0","-3.74","-28.55"
"1291","076610","해성옵틱스","426","7","-1.62%","500","542","127,266",1.21,"707,478","-4.48","-38.03"
"1292","039010","현대에이치티","6,270","0","0.00%","500","541","8,625",1.97,"45,393","34.45","2.17"
"1293","318410","비비씨","9,720","90","+0.93%","500","540","5,555",1.57,"22,783","29.45","2.16"
"1294","238200","비피도","6,600","180","+2.80%","500","540","8,180",0.57,"129,049","92.96","3.00"
"1295","080010","이상네트웍스","5,340","110","-2.02%","500","534","10,000",0.83,"4,468","5.6","9.09"
"1296","289010","아이스크림에듀","4,150","75","+1.84%","500","534","12,864",0.9,"131,473","-7.05","1.22"
"1297","010280","쌍용정보통신","817","1","+0.12%","500","532","65,124",0,"117,649","3.12","23.63"
"1298","267790","배럴","6,740","100","+1.51%","500","532","7,888",0.27,"77,348","23.82","-17.68"
"1299","217620","디딤이앤에프","920","7","+0.77%","100","531","57,747",1.82,"1,181,718","-5.54","-84.30"
"1300","189860","서전기전","5,470","400","+7.89%","500","531","9,699",0.69,"4,467,546","-10.26","-8.95"
"1301","222980","한국맥널티","4,800","45","-0.93%","500","530","11,031",1.29,"20,675","-15.05","-8.69"
"1302","299660","셀리드","5,440","40","-0.73%","500","529","9,731",1.46,"37,219","-2.77","-74.72"
"1303","083470","이엠앤아이","2,480","60","-2.36%","500","529","21,340",0.69,"73,006","-67.03","-1.26"
"1304","221980","케이디켐","13,100","90","+0.69%","500","529","4,035",1.62,"830","6.84","8.84"
"1305","054540","삼영엠텍","4,065","80","+2.01%","500","528","13,000",3.03,"61,129","-22.34","-12.31"
"1306","021040","대호특수강","4,860","20","-0.41%","5,000","527","10,852",0.23,"1,251","-4.23","-9.46"
"1307","038950","파인디지털","5,160","20","-0.39%","500","527","10,211",2.39,"13,150","86","-2.03"
"1308","053590","한국테크놀로지","334","0","0.00%","500","525","157,140",1.15,"0","-3.44","-45.30"
"1309","089150","케이씨티","3,055","15","-0.49%","500","524","17,150",1.17,"24,345","95.47","1.93"
"1310","037760","쎄니트","1,545","1","-0.06%","500","523","33,833",0.5,"17,849","8.88","9.89"
"1311","356890","싸이버원","10,980","130","+1.20%","500","522","4,757",0.84,"143,123","26.52","7.51"
"1312","054090","삼진엘앤디","2,090","30","-1.42%","500","522","24,959",2.98,"54,065","-6.61","-1.72"
"1313","043340","에쎈테크","723","2","+0.28%","500","521","72,000",0.48,"32,533","-12.05","1.54"
"1314","127710","아시아경제","1,490","30","-1.97%","500","520","34,904",0.02,"27,765","4.98","N/A"
"1315","064520","테크엘","4,045","95","-2.29%","500","518","12,813",1.29,"40,160","-17.51","-12.36"
"1316","006050","국영지앤엠","1,483","0","0.00%","500","517","34,895",3.63,"143,354","24.31","3.95"
"1317","043090","엑서지21","886","61","-6.44%","500","517","58,398",1.05,"475,455","-2.14","N/A"
"1318","031510","오스템","1,840","10","-0.54%","500","515","28,000",0.95,"127,480","4.57","-13.28"
"1319","368970","오에스피","5,510","140","-2.48%","500","515","9,346",1.15,"34,265","38.53","4.45"
"1320","045060","오공","3,035","5","-0.16%","500","514","16,942",0.93,"14,392","7.51","7.54"
"1321","193250","와이제이엠게임즈","895","3","-0.33%","100","514","57,428",0.37,"65,454","19.89","8.54"
"1322","417180","핑거스토리","3,845","20","-0.52%","100","513","13,342",2.31,"30,413","-14.08","-39.36"
"1323","008370","원풍","4,265","30","+0.71%","500","512","12,000",0.81,"39,589","7.28","10.16"
"1324","036180","지더블유바이텍","817","60","+7.93%","500","511","62,553",1.36,"618,721","-4.11","-33.07"
"1325","391060","엔에이치스팩20호","10,000","0","0.00%","500","510","5,100",1.64,"0","45.66","1.41"
"1326","024840","KBI메탈","1,498","3","-0.20%","500","509","33,953",2.78,"60,324","-5.53","1.68"
"1327","005670","푸드웰","5,080","10","-0.20%","500","508","10,000",0.8,"7,252","12.01","4.90"
"1328","049630","재영솔루텍","608","1","-0.16%","500","507","83,331",1.04,"31,251","202.67","-16.95"
"1329","024120","KB오토시스","4,405","55","-1.23%","500","507","11,500",5.73,"63,580","-81.57","1.09"
"1330","297570","알로이스","1,462","11","-0.75%","100","506","34,621",0.56,"24,698","13.29","21.63"
"1331","021650","한국큐빅","3,090","20","-0.64%","500","505","16,351",3.81,"16,237","5.82","8.46"
"1332","053950","경남제약","1,423","0","0.00%","500","504","35,437",2.32,"26,259","-5.49","-7.88"
"1333","058110","멕아이씨에스","3,130","20","-0.63%","500","502","16,051",1.85,"39,504","-3.64","-3.86"
"1334","133750","메가엠디","2,145","45","+2.14%","500","502","23,407",1.38,"366,210","-9.84","3.19"
"1335","131760","파인텍","1,155","1","+0.09%","500","502","43,432",2.2,"169,410","-38.5","19.20"
"1336","009620","삼보산업","1,107","44","+4.14%","100","501","45,256",2.21,"523,820","-2.6","-47.44"
"1337","045520","크린앤사이언스","7,680","10","-0.13%","500","499","6,500",1.25,"8,553","-4.79","-46.33"
"1338","153460","네이블","7,640","50","-0.65%","500","499","6,530",0.46,"5,104","12.4","17.61"
"1339","017000","신원종합개발","4,270","30","+0.71%","5,000","498","11,668",3.5,"55,974","15.7","4.86"
"1340","099520","ITX-AI","1,284","0","0.00%","500","496","38,650",1.08,"0","12.97","17.62"
"1341","079170","한창산업","9,480","200","-2.07%","500","493","5,200",7.43,"22,755","13.09","10.36"
"1342","187220","디티앤씨","4,210","95","-2.21%","500","492","11,698",0.56,"119,458","48.39","1.49"
"1343","352940","인바이오","4,525","70","-1.52%","500","492","10,868",0.94,"24,211","-19.17","-7.15"
"1344","053160","프리엠스","8,140","230","+2.91%","500","488","6,000",1.84,"35,362","32.17","2.33"
"1345","019770","서연탑메탈","4,170","60","-1.42%","500","486","11,650",0.8,"97,460","13.32","3.72"
"1346","032750","삼진","6,010","160","-2.59%","500","485","8,064",1.21,"184,880","353.53","2.06"
"1347","051780","큐로홀딩스","388","30","+8.38%","500","483","124,422",0.53,"29,466,211","-9.95","-7.08"
"1348","131220","대한과학","6,470","60","-0.92%","500","482","7,454",1.78,"15,017","11","13.62"
"1349","208710","바이오로그디바이스","1,018","23","-2.21%","100","482","47,341",3.39,"222,878","-8.02","0.51"
"1350","222160","바이옵트로","5,830","230","-3.80%","500","481","8,245",0.68,"55,815","-39.39","0.51"
"1351","380540","옵티코어","1,708","298","+21.13%","100","481","28,137",2.42,"6,487,306","-3.86","N/A"
"1352","303360","프로테옴텍","3,725","30","+0.81%","500","480","12,875",0.6,"20,134","33.26","8.21"
"1353","320000","윈텍","2,575","45","-1.72%","100","476","18,499",1.36,"266,502","22.39","8.08"
"1354","138070","신진에스엠","2,720","30","-1.09%","500","476","17,503",2.42,"73,774","14.17","5.84"
"1355","347700","라이프시맨틱스","4,645","235","+5.33%","500","475","10,228",0.71,"155,846","-7.03","-29.60"
"1356","332370","아이디피","3,565","35","-0.97%","500","473","13,274",1.36,"8,616","5.27","22.51"
"1357","143540","영우디에스피","1,061","20","-1.85%","500","473","44,600",1.2,"53,930","-2.48","-49.39"
"1358","006920","모헨즈","4,320","10","-0.23%","500","472","10,920",3.43,"37,221","7.94","7.71"
"1359","050120","ES큐브","3,470","50","-1.42%","5,000","471","13,564",3.1,"7,825","14.64","26.29"
"1360","114630","폴라리스우노","737","3","-0.41%","500","470","63,720",9.26,"378,115","9.96","4.54"
"1361","317120","라닉스","4,855","195","-3.86%","500","469","9,660",0.39,"87,790","-19.19","-29.30"
"1362","331380","포커스에이치엔에스","2,455","0","0.00%","100","468","19,049",0.79,"141,080","19.33","14.08"
"1363","054300","팬스타엔터프라이즈","700","10","-1.41%","500","465","66,436",1.7,"276,734","77.78","1.15"
"1364","119500","포메탈","3,920","165","+4.39%","500","464","11,847",4.56,"2,109,676","25.29","3.63"
"1365","263020","디케이앤디","3,005","45","-1.48%","500","462","15,376",4.08,"30,640","13.07","12.36"
"1366","032960","동일기연","12,100","100","+0.83%","500","461","3,806",1.38,"26,778","16.85","1.81"
"1367","019570","리더스 기술투자","877","29","-3.20%","500","460","52,470",0.6,"540,919","-2.78","-43.07"
"1368","187270","신화콘텍","4,535","75","-1.63%","500","460","10,144",1.31,"120,947","7.62","8.59"
"1369","187660","에이디엠코리아","2,105","30","-1.41%","100","460","21,836",3.36,"116,892","-38.27","0.83"
"1370","002290","삼일기업공사","3,700","0","0.00%","500","459","12,400",1.34,"20,539","10.60","4.00"
"1371","214870","뉴지랩파마","1,383","0","0.00%","500","458","33,126",2.76,"0","-0.65","-1,464.70"
"1372","001000","신라섬유","1,886","10","+0.53%","100","458","24,278",4.75,"28,256","-209.56","-0.23"
"1373","900340","윙입푸드","950","14","-1.45%","0","456","47,973",49.75,"490,816","3.09","10.07"
"1374","021880","메이슨캐피탈","299","3","-0.99%","500","455","152,184",0.53,"190,060","-13.59","-6.94"
"1375","252500","세화피앤씨","1,096","7","-0.63%","100","455","41,486",5.47,"180,502","27.40","3.60"
"1376","017510","세명전기","2,970","45","+1.54%","500","453","15,246",1.52,"27,330","15.23","3.04"
"1377","198080","엔피디","2,100","20","+0.96%","500","452","21,535",0.72,"59,630","-10.55","-1.56"
"1378","448740","삼성스팩8호","9,670","20","-0.21%","500","451","4,664",0.57,"17,461","-36.63","N/A"
"1379","131090","시큐브","1,020","5","-0.49%","100","449","44,000",3.46,"32,179","9.36","12.12"
"1380","115480","씨유메디칼","927","15","-1.59%","500","447","48,225",2.66,"148,158","16.26","16.96"
"1381","353190","휴럼","1,134","31","-2.66%","100","447","39,378",2.41,"83,921","66.71","-3.83"
"1382","036000","예림당","1,936","19","-0.97%","500","446","23,034",0.43,"16,223","4.25","-6.97"
"1383","001810","무림SP","2,005","20","-0.99%","500","444","22,138",0.33,"11,690","-3.06","-4.22"
"1384","226360","KH 건설","319","0","0.00%","100","444","139,121",3.31,"0","-7.42","-51.82"
"1385","328380","솔트웨어","1,295","1","+0.08%","100","444","34,263",1.06,"92,587","-10.79","-34.81"
"1386","130500","GH신소재","3,035","35","+1.17%","500","441","14,545",0.71,"29,175","18.51","6.94"
"1387","085810","알티캐스트","1,487","2","+0.13%","500","441","29,686",0,"39,845","-1.58","-30.97"
"1388","025880","케이씨피드","2,640","25","-0.94%","500","441","16,716",11.01,"54,761","7.02","7.16"
"1389","203450","유니온커뮤니티","3,000","15","-0.50%","500","440","14,679",6.83,"58,906","13.16","5.93"
"1390","044480","블레이드 Ent","1,291","27","-2.05%","500","440","34,092",1.35,"60,935","-1.98","-49.53"
"1391","051390","YW","3,875","60","+1.57%","500","440","11,355",0.72,"33,578","8.87","4.01"
"1392","049120","파인디앤씨","1,257","7","+0.56%","500","440","34,970",0.05,"16,646","-1.30","-71.05"
"1393","060240","룽투코리아","1,727","34","-1.93%","500","439","25,429",18.48,"89,983","-2.31","-55.96"
"1394","018680","서울제약","3,760","65","-1.70%","500","438","11,659",0.6,"10,865","8.45","3.15"
"1395","241820","피씨엘","3,660","215","-5.55%","500","438","11,976",0.22,"297,168","-4.11","-17.43"
"1396","141020","디에스앤엘","3,735","0","0.00%","500","437","11,701",0.6,"0","-2.67","-992.88"
"1397","372800","아이티아이즈","7,240","30","-0.41%","500","436","6,027",0.59,"17,690","-3.29","-36.58"
"1398","089530","에이티세미콘","600","0","0.00%","500","434","72,278",2.21,"0","-1.56","-159.65"
"1399","066430","와이오엠","1,106","34","-2.98%","500","433","39,136",6.03,"276,077","1,106.00","2.03"
"1400","296640","이노룰스","8,350","100","-1.18%","500","432","5,178",2.73,"11,542","69.58","9.67"
"1401","148250","알엔투테크놀로지","5,840","90","+1.57%","500","432","7,391",3.51,"46,696","48.26","N/A"
"1402","020180","대신정보통신","1,121","6","-0.53%","500","431","38,429",6.62,"137,486","80.07","-0.17"
"1403","104040","대성파인텍","1,375","17","-1.22%","100","430","31,301",1.23,"324,265","-13.89","-5.80"
"1404","035290","골드앤에스","925","39","-4.05%","500","430","46,451",1.78,"1,040,006","-7.58","-42.07"
"1405","179530","애드바이오텍","4,660","155","+3.44%","500","426","9,140",3.18,"422,849","10.29","25.33"
"1406","227100","에이치앤비디자인","3,355","15","-0.45%","500","426","12,687",1.43,"151,037","-2.19","-16.39"
"1407","016920","카스","1,590","16","+1.02%","500","421","26,494",0.81,"328,681","-28.91","4.94"
"1408","435620","하나금융25호스팩","9,760","0","0.00%","500","420","4,302",0.87,"0","53.63","N/A"
"1409","045340","토탈소프트","4,905","280","+6.05%","500","420","8,558",1.54,"252,290","24.77","15.08"
"1410","187790","나노","1,356","22","-1.60%","500","418","30,841",5.77,"212,373","-4.11","-34.21"
"1411","039980","리노스","905","22","+2.49%","500","418","46,195",1.49,"369,289","-15.6","-4.00"
"1412","184230","SGA솔루션즈","770","1","-0.13%","100","417","54,187",1.4,"47,987","-256.67","10.62"
"1413","060380","동양에스텍","2,115","55","-2.53%","500","417","19,700",2.03,"60,631","8.23","6.67"
"1414","177350","베셀","3,105","240","-7.17%","500","415","13,371",1.72,"821,577","-2.32","-35.28"
"1415","065060","지엔코","423","14","+3.42%","500","415","98,008",0.97,"7,303,480","-4.75","-12.24"
"1416","101000","상상인인더스트리","2,200","25","-1.12%","500","413","18,779",0,"14,280","-3.83","-77.95"
"1417","026040","제이에스티나","2,485","10","-0.40%","500","410","16,504",2.01,"30,177","191.15","2.44"
"1418","067010","이씨에스","3,335","0","0.00%","500","410","12,294",1.02,"36,786","12.83","8.60"
"1419","043710","서울리거","816","0","0.00%","500","410","50,199",0.7,"399,800","3.33","-22.79"
"1420","208350","지란지교시큐리티","4,630","30","+0.65%","500","409","8,839",1.61,"25,678","42.48","3.56"
"1421","043590","웰킵스하이텍","1,133","22","-1.90%","500","409","36,104",0.69,"60,278","7.41","-2.39"
"1422","900110","이스트아시아홀딩스","140","0","0.00%","0","409","291,932",0,"3,266,901","10","1.16"
"1423","123750","알톤스포츠","3,200","0","0.00%","500","408","12,746",2.29,"29,207","-21.48","-2.58"
"1424","045300","성우테크론","4,090","130","-3.08%","500","407","9,960",2.06,"110,872","12.51","7.33"
"1425","115610","이미지스","2,620","70","-2.60%","500","407","15,542",2.3,"165,948","-327.5","18.92"
"1426","052860","아이앤씨","2,275","60","-2.57%","500","406","17,863",2.98,"78,043","27.74","2.23"
