"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"643","025820","이구산업","KOSPI","철강금속",4080,10,0.25,136443360000
"644","214320","이노션","KOSPI","서비스업",43000,-600,-1.38,8.6e+11
"645","088260","이리츠코크렙","KOSPI","서비스업",5000,15,0.3,316707950000
"646","139480","이마트","KOSPI","유통업",73300,-200,-0.27,2043297532700
"647","457190","이수스페셜티케미컬","KOSPI","화학",217500,0,0,1217733127500
"648","007660","이수페타시스","KOSPI","전기전자",28050,-100,-0.36,1774062052950
"649","005950","이수화학","KOSPI","화학",16520,-80,-0.48,375379648280
"650","015020","이스타코","KOSPI","서비스업",800,-11,-1.36,34281280000
"651","093230","이아이디","KOSPI","유통업",1392,0,0,339310256256
"652","074610","이엔플러스","KOSPI","기계",6300,-330,-4.98,428155371000
"653","102460","이연제약","KOSPI","의약품",17300,-320,-1.82,321551830300
"654","084680","이월드","KOSPI","기타제조업",1360,-43,-3.06,192856422480
"655","350520","이지스레지던스리츠","KOSPI","서비스업",3560,-5,-0.14,100956676520
"656","334890","이지스밸류리츠","KOSPI","서비스업",4230,-5,-0.12,217605873870
"657","000760","이화산업","KOSPI","유통업",17460,160,0.92,4.8888e+10
"658","014990","인디에프","KOSPI","섬유의복",987,-11,-1.1,74136526065
"659","101140","인바이오젠","KOSPI","유통업",467,0,0,93812983978
"660","006490","인스코비","KOSPI","통신업",1191,-24,-1.98,137322506043
"661","023800","인지컨트롤스","KOSPI","운수장비",9620,70,0.73,152084475140
"662","034590","인천도시가스","KOSPI","전기가스업",25800,0,0,112868653200
"663","129260","인터지스","KOSPI","운수창고업",2395,5,0.21,71246158230
"664","023810","인팩","KOSPI","운수장비",9380,170,1.85,9.38e+10
"665","249420","일동제약","KOSPI","의약품",20200,-750,-3.58,546473185600
"666","000230","일동홀딩스","KOSPI","의약품",12650,-660,-4.96,145986060000
"667","013360","일성건설","KOSPI","건설업",1791,-66,-3.55,96758560080
"668","003120","일성신약","KOSPI","의약품",21850,-400,-1.8,2.90605e+11
"669","003200","일신방직","KOSPI","섬유의복",9260,-190,-2.01,215572800000
"670","007110","일신석재","KOSPI","유통업",1097,0,0,84969901170
"671","007570","일양약품","KOSPI","의약품",15500,-230,-1.46,295827792000
"672","007575","일양약품우","KOSPI","의약품",16310,-90,-0.55,7259254800
"673","008500","일정실업","KOSPI","섬유의복",12900,0,0,1.548e+10
"674","081000","일진다이아","KOSPI","화학",14870,-80,-0.54,211198238250
"675","020760","일진디스플","KOSPI","전기전자",1000,-3,-0.3,51513741000
"676","103590","일진전기","KOSPI","전기전자",13000,-110,-0.84,482045070000
"677","271940","일진하이솔루스","KOSPI","운수장비",24800,200,0.81,900567112000
"678","015860","일진홀딩스","KOSPI","기타금융",4145,0,0,204545317035
"679","226320","잇츠한불","KOSPI","화학",15470,-90,-0.58,339246503050
"680","317400","자이에스앤디","KOSPI","서비스업",5140,-60,-1.15,199342152800
"681","033240","자화전자","KOSPI","전기전자",26000,-800,-2.99,573202916000
"682","000950","전방","KOSPI","섬유의복",23050,200,0.88,3.8724e+10
"683","348950","제이알글로벌리츠","KOSPI","서비스업",4105,15,0.37,810228480000
"684","194370","제이에스코퍼레이션","KOSPI","기타제조업",12580,-140,-1.1,167761860580
"685","025620","제이준코스메틱","KOSPI","화학",6510,-130,-1.96,29196347460
"686","030000","제일기획","KOSPI","서비스업",19760,-190,-0.95,2273214606000
"687","271980","제일약품","KOSPI","의약품",16990,-130,-0.76,249835775280
"688","001560","제일연마","KOSPI","비금속광물",8350,240,2.96,8.35e+10
"689","002620","제일파마홀딩스","KOSPI","서비스업",10360,-230,-2.17,165483957800
"690","006220","제주은행","KOSPI","은행",8290,-110,-1.31,266347536460
"691","089590","제주항공","KOSPI","운수창고업",11380,-80,-0.7,876188431180
"692","004910","조광페인트","KOSPI","화학",6670,30,0.45,8.5376e+10
"693","004700","조광피혁","KOSPI","기타제조업",49500,-350,-0.7,329132331000
"694","001550","조비","KOSPI","화학",14250,-20,-0.14,73989405750
"695","462520","조선내화","KOSPI","비금속광물",25350,-850,-3.24,300528508800
"696","120030","조선선재","KOSPI","기계",100600,1500,1.51,126519690600
"697","018470","조일알미늄","KOSPI","철강금속",2555,-15,-0.58,323544047155
"698","002600","조흥","KOSPI","음식료품",182400,-7100,-3.75,1.0944e+11
"699","185750","종근당","KOSPI","의약품",93900,-2100,-2.19,1180178769600
"700","063160","종근당바이오","KOSPI","의약품",24000,200,0.84,131663088000
"701","001630","종근당홀딩스","KOSPI","의약품",53600,500,0.94,268528549600
"702","044380","주연테크","KOSPI","전기전자",620,4,0.65,36703531280
"703","013890","지누스","KOSPI","기타제조업",23950,-550,-2.24,452671190200
"704","013870","지엠비코리아","KOSPI","운수장비",4630,10,0.22,88304656400
"705","071320","지역난방공사","KOSPI","전기가스업",25100,150,0.6,290626474400
"706","088790","진도","KOSPI","유통업",2205,-25,-1.12,27447275520
"707","003780","진양산업","KOSPI","화학",7220,280,4.03,9.386e+10
"708","010640","진양폴리","KOSPI","화학",6980,450,6.89,6.98e+10
"709","100250","진양홀딩스","KOSPI","화학",3500,55,1.6,195633522000
"710","051630","진양화학","KOSPI","화학",3515,85,2.48,5.5537e+10
"711","272450","진에어","KOSPI","운수창고업",12250,-30,-0.24,6.3945e+11
"712","011000","진원생명과학","KOSPI","의약품",3580,-50,-1.38,278350724420
"713","002780","진흥기업","KOSPI","건설업",1290,19,1.49,187658551050
"714","002787","진흥기업2우B","KOSPI","건설업",11470,-150,-1.29,3381447760
"715","002785","진흥기업우B","KOSPI","건설업",4105,-40,-0.97,3518879890
"716","009310","참엔지니어링","KOSPI","기계",486,-12,-2.41,28609565634
"717","000650","천일고속","KOSPI","운수창고업",50600,-200,-0.39,72318532000
"718","012600","청호ICT","KOSPI","기계",2490,0,0,75075987510
"719","033250","체시스","KOSPI","운수장비",1508,-32,-2.08,4.8256e+10
"720","035720","카카오","KOSPI","서비스업",47100,-750,-1.57,20932230607200
"721","323410","카카오뱅크","KOSPI","은행",25100,50,0.2,11966855138700
"722","377300","카카오페이","KOSPI","기타금융",44600,-250,-0.56,5980922796800
"723","006380","카프로","KOSPI","화학",800,-23,-2.79,3.2e+10
"724","109070","컨버즈","KOSPI","전기전자",4100,0,0,150921943000
"725","001620","케이비아이동국실업","KOSPI","운수장비",591,-7,-1.17,65774181321
"726","029460","케이씨","KOSPI","의료정밀",16740,-60,-0.36,226894696560
"727","281820","케이씨텍","KOSPI","의료정밀",21550,50,0.23,449566531800
"728","381970","케이카","KOSPI","유통업",11580,110,0.96,556842052140
"729","145270","케이탑리츠","KOSPI","서비스업",1031,0,0,49550657994
"730","417310","코람코더원리츠","KOSPI","서비스업",4475,0,0,1.8079e+11
"731","357120","코람코라이프인프라리츠","KOSPI","서비스업",5590,0,0,494907709660
"732","007815","코리아써우","KOSPI","전기전자",6400,-30,-0.47,18974016000
"733","007810","코리아써키트","KOSPI","전기전자",15660,-10,-0.06,369900960660
"734","00781K","코리아써키트2우B","KOSPI","전기전자",7660,60,0.79,6003134340
"735","003690","코리안리","KOSPI","보험",8570,210,2.51,1206852587230
"736","192820","코스맥스","KOSPI","화학",132700,200,0.15,1506079844300
"737","044820","코스맥스비티아이","KOSPI","기타금융",10090,-90,-0.88,96903562890
"738","005070","코스모신소재","KOSPI","화학",162700,-100,-0.06,4986878001200
"739","005420","코스모화학","KOSPI","화학",41000,-150,-0.36,1435337348000
"740","071950","코아스","KOSPI","기타제조업",596,-3,-0.5,18420697160
"741","002020","코오롱","KOSPI","기타금융",18060,10,0.06,228033253560
"742","003070","코오롱글로벌","KOSPI","건설업",13030,-220,-1.66,246693250390
"743","003075","코오롱글로벌우","KOSPI","건설업",19180,-790,-3.96,14207335660
"744","450140","코오롱모빌리티그룹","KOSPI","유통업",3605,-35,-0.96,226311986250
"745","45014K","코오롱모빌리티그룹우","KOSPI","유통업",7100,-170,-2.34,17438452000
"746","002025","코오롱우","KOSPI","기타금융",13790,20,0.15,14843418100
"747","120110","코오롱인더","KOSPI","화학",48150,-750,-1.53,1325044231650
"748","120115","코오롱인더우","KOSPI","화학",24850,-50,-0.2,68781321000
"749","138490","코오롱플라스틱","KOSPI","화학",7860,-60,-0.76,2.9868e+11
"750","021240","코웨이","KOSPI","서비스업",42900,150,0.35,3166003655100
"751","036420","콘텐트리중앙","KOSPI","서비스업",14700,-100,-0.68,283155927600
"752","031820","콤텍시스템","KOSPI","서비스업",751,-9,-1.18,90909650966
"753","192400","쿠쿠홀딩스","KOSPI","기타금융",18480,-110,-0.59,657189178800
"754","284740","쿠쿠홈시스","KOSPI","서비스업",22100,50,0.23,495864993000
"755","264900","크라운제과","KOSPI","음식료품",8450,-120,-1.4,105826532500
"756","26490K","크라운제과우","KOSPI","음식료품",10300,-50,-0.48,7967668000
"757","005740","크라운해태홀딩스","KOSPI","기타금융",5950,-30,-0.5,88341714650
"758","005745","크라운해태홀딩스우","KOSPI","기타금융",10600,340,3.31,6367695600
"759","259960","크래프톤","KOSPI","서비스업",152000,-300,-0.2,7351136936000
"760","020120","키다리스튜디오","KOSPI","서비스업",5300,-10,-0.19,196051059800
"761","039490","키움증권","KOSPI","증권",101400,1400,1.4,2659387988400
"762","014580","태경비케이","KOSPI","비금속광물",7230,-150,-2.03,199425813000
"763","015890","태경산업","KOSPI","화학",6760,-50,-0.73,197586350000
"764","006890","태경케미컬","KOSPI","화학",11910,-300,-2.46,1.38156e+11
"765","003240","태광산업","KOSPI","화학",585000,-3000,-0.51,6.51339e+11
"766","011280","태림포장","KOSPI","종이목재",2460,5,0.2,174182612400
"767","004100","태양금속","KOSPI","운수장비",3410,50,1.49,1.25147e+11
"768","004105","태양금속우","KOSPI","운수장비",4990,-330,-6.2,1.6467e+10
"769","009410","태영건설","KOSPI","건설업",3925,-60,-1.51,152678959650
"770","009415","태영건설우","KOSPI","건설업",6530,-1100,-14.42,8502987260
"771","001420","태원물산","KOSPI","운수장비",5130,120,2.4,3.8988e+10
"772","007980","태평양물산","KOSPI","섬유의복",1989,-21,-1.04,98243951949
"773","055490","테이팩스","KOSPI","화학",36400,0,0,173360460000
"774","078000","텔코웨어","KOSPI","서비스업",9600,70,0.73,93145977600
"775","214420","토니모리","KOSPI","화학",5400,-300,-5.26,129895914600
"776","019180","티에이치엔","KOSPI","전기전자",3255,-145,-4.26,5.859e+10
"777","363280","티와이홀딩스","KOSPI","기타금융",6730,-170,-2.46,339388973640
"778","36328K","티와이홀딩스우","KOSPI","기타금융",7940,-180,-2.22,9869531160
"779","091810","티웨이항공","KOSPI","운수창고업",2355,10,0.43,472817002605
"780","004870","티웨이홀딩스","KOSPI","비금속광물",525,-3,-0.57,58579754100
"781","005690","파미셀","KOSPI","의약품",8210,270,3.4,492739274440
"782","036580","팜스코","KOSPI","음식료품",3435,-30,-0.87,126160484205
"783","004720","팜젠사이언스","KOSPI","의약품",6490,-270,-3.99,103499002420
"784","028670","팬오션","KOSPI","운수창고업",5080,425,9.13,2715613120960
"785","010820","퍼스텍","KOSPI","기계",3390,-40,-1.17,165336869820
"786","016800","퍼시스","KOSPI","기타제조업",28950,-250,-0.86,3.32925e+11
"787","001020","페이퍼코리아","KOSPI","종이목재",894,-4,-0.45,42524728140
"788","090080","평화산업","KOSPI","운수장비",1452,38,2.69,79718080068
"789","010770","평화홀딩스","KOSPI","운수장비",3250,25,0.78,47532764500
"790","058430","포스코스틸리온","KOSPI","철강금속",84500,7900,10.31,5.07e+11
"791","047050","포스코인터내셔널","KOSPI","유통업",81300,1900,2.39,14302522664400
"792","003670","포스코퓨처엠","KOSPI","전기전자",411000,14500,3.66,31837383420000
"793","017810","풀무원","KOSPI","음식료품",10820,-340,-3.05,412464264440
"794","103140","풍산","KOSPI","철강금속",36900,100,0.27,1034095858200
"795","005810","풍산홀딩스","KOSPI","기타금융",33600,0,0,335950540800
"796","950210","프레스티지바이오파마","KOSPI","서비스업",11430,-110,-0.95,686899051650
"797","009810","플레이그램","KOSPI","유통업",625,7,1.13,79218866875
"798","086790","하나금융지주","KOSPI","기타금융",44000,750,1.73,12863690312000
"799","293480","하나제약","KOSPI","의약품",14280,-150,-1.04,253797668880
"800","039130","하나투어","KOSPI","서비스업",47950,-300,-0.62,769078920750
"801","352820","하이브","KOSPI","서비스업",243000,-2000,-0.82,10121459571000
"802","071090","하이스틸","KOSPI","철강금속",3940,-80,-1.99,79554395740
"803","019490","하이트론","KOSPI","전기전자",2470,0,0,68199723280
"804","000080","하이트진로","KOSPI","음식료품",20100,-50,-0.25,1409685581100
"805","000087","하이트진로2우B","KOSPI","음식료품",15100,-10,-0.07,17065083800
"806","000140","하이트진로홀딩스","KOSPI","기타금융",8630,-10,-0.12,200274381950
"807","000145","하이트진로홀딩스우","KOSPI","기타금융",12120,10,0.08,5706217200
"808","152550","한국ANKOR유전","KOSPI","기타금융",468,-10,-2.09,32769360000
"809","036460","한국가스공사","KOSPI","전기가스업",25150,150,0.6,2321671950000
"810","005430","한국공항","KOSPI","운수창고업",40650,-250,-0.61,128712330750
"811","071050","한국금융지주","KOSPI","기타금융",56700,-800,-1.39,3159663746400
"812","071055","한국금융지주우","KOSPI","기타금융",42850,-350,-0.81,251026055350
"813","010040","한국내화","KOSPI","비금속광물",3165,-15,-0.47,129977251230
"814","025540","한국단자","KOSPI","전기전자",52400,-500,-0.95,5.45746e+11
"815","010100","한국무브넥스","KOSPI","운수장비",6950,-100,-1.42,211630419000
"816","004090","한국석유","KOSPI","비금속광물",10790,-810,-6.98,136969554800
"817","002200","한국수출포장","KOSPI","종이목재",2950,-5,-0.17,1.18e+11
"818","002960","한국쉘석유","KOSPI","화학",233500,2000,0.86,3.0355e+11
"819","000240","한국앤컴퍼니","KOSPI","기타금융",11310,0,0,1073717564400
"820","123890","한국자산신탁","KOSPI","기타금융",3170,5,0.16,393009473840
"821","015760","한국전력","KOSPI","전기가스업",18290,230,1.27,11741522968330
"822","006200","한국전자홀딩스","KOSPI","기타금융",1004,-5,-0.5,46990348544
"823","027970","한국제지","KOSPI","종이목재",1286,-12,-0.92,244569212782
"824","023350","한국종합기술","KOSPI","서비스업",6130,-260,-4.07,67123500000
"825","025890","한국주강","KOSPI","기계",2815,-70,-2.43,31835564085
"826","000970","한국주철관","KOSPI","철강금속",6720,-10,-0.15,153219360000
"827","104700","한국철강","KOSPI","철강금속",6290,110,1.78,267010500000
"828","017960","한국카본","KOSPI","기계",13080,60,0.46,575006701560
"829","161890","한국콜마","KOSPI","화학",52500,-500,-0.94,1201261950000
"830","024720","한국콜마홀딩스","KOSPI","기타금융",13830,-110,-0.79,254261230800
"831","161390","한국타이어앤테크놀로지","KOSPI","화학",40000,500,1.27,4955002760000
"832","034830","한국토지신탁","KOSPI","기타금융",1226,-3,-0.24,309551795980
"833","007280","한국특강","KOSPI","철강금속",1957,-3,-0.15,118573843286
"834","168490","한국패러랠","KOSPI","기타금융",2030,0,0,162440600000
"835","047810","한국항공우주","KOSPI","운수장비",48750,-450,-0.91,4751911466250
"836","123690","한국화장품","KOSPI","유통업",10270,-560,-5.17,165018360000
"837","003350","한국화장품제조","KOSPI","화학",28350,-250,-0.87,128482200000
"838","011500","한농화성","KOSPI","화학",13620,60,0.44,212976512040
"839","002390","한독","KOSPI","의약품",13100,-100,-0.76,180302282300
"840","053690","한미글로벌","KOSPI","서비스업",27400,-400,-1.44,300236870000
"841","042700","한미반도체","KOSPI","기계",49700,150,0.3,4837763309400
"842","008930","한미사이언스","KOSPI","기타금융",33400,-1000,-2.91,2336561796000
"843","128940","한미약품","KOSPI","의약품",298000,-11000,-3.56,3743523084000
"844","009240","한샘","KOSPI","유통업",58000,100,0.17,1364967824000
"845","020000","한섬","KOSPI","섬유의복",19730,0,0,485949900000
"846","003680","한성기업","KOSPI","음식료품",5070,10,0.2,31482241050
"847","105630","한세실업","KOSPI","섬유의복",20800,50,0.24,8.32e+11
"848","069640","한세엠케이","KOSPI","유통업",2485,-20,-0.8,74814657470
"849","016450","한세예스24홀딩스","KOSPI","섬유의복",4535,-80,-1.73,1.814e+11
"850","010420","한솔PNS","KOSPI","유통업",1438,0,0,29468951256
"851","009180","한솔로지스틱스","KOSPI","운수창고업",2480,20,0.81,68584462000
"852","213500","한솔제지","KOSPI","종이목재",10790,10,0.09,256808215040
"853","014680","한솔케미칼","KOSPI","화학",175000,-2400,-1.35,1983659125000
"854","004710","한솔테크닉스","KOSPI","전기전자",6560,-30,-0.46,210640799680
"855","004150","한솔홀딩스","KOSPI","기타금융",2830,-5,-0.18,118884272910
"856","025750","한솔홈데코","KOSPI","종이목재",938,3,0.32,75570109762
"857","004960","한신공영","KOSPI","건설업",7660,60,0.79,88631577320
"858","011700","한신기계","KOSPI","기계",5170,-270,-4.96,167746600670
"859","001750","한양증권","KOSPI","증권",9670,110,1.15,123084923780
"860","001755","한양증권우","KOSPI","증권",12300,-40,-0.32,6457500000
"861","018880","한온시스템","KOSPI","기계",9400,270,2.96,5.01772e+12
"862","009420","한올바이오파마","KOSPI","의약품",27150,-1150,-4.06,1418333321700
"863","014130","한익스프레스","KOSPI","운수창고업",5430,-20,-0.37,6.516e+10
"864","300720","한일시멘트","KOSPI","비금속광물",12530,-10,-0.08,867847096200
"865","002220","한일철강","KOSPI","철강금속",2930,5,0.17,78223557800
"866","006390","한일현대시멘트","KOSPI","비금속광물",16610,0,0,321032631920
"867","003300","한일홀딩스","KOSPI","비금속광물",11090,20,0.18,341936683560
"868","051600","한전KPS","KOSPI","건설업",33600,-450,-1.32,1.512e+12
"869","052690","한전기술","KOSPI","서비스업",63200,-2500,-3.81,2.415504e+12
"870","130660","한전산업","KOSPI","서비스업",8040,-210,-2.55,2.62104e+11
"871","002320","한진","KOSPI","운수창고업",20900,-200,-0.95,312405425200
"872","003480","한진중공업홀딩스","KOSPI","전기가스업",3460,-20,-0.57,102173149520
"873","180640","한진칼","KOSPI","운수창고업",41200,-250,-0.6,2750605894800
"874","18064K","한진칼우","KOSPI","운수창고업",24700,0,0,13258120200
"875","005110","한창","KOSPI","유통업",326,1,0.31,30328442432
"876","009460","한창제지","KOSPI","종이목재",987,0,0,58891808682
"877","372910","한컴라이프케어","KOSPI","의료정밀",4995,20,0.4,138233657970
"878","000880","한화","KOSPI","화학",25200,-50,-0.2,1888960122000
"879","00088K","한화3우B","KOSPI","화학",13880,80,0.58,311911360000
"880","452260","한화갤러리아","KOSPI","유통업",1215,-2,-0.16,235539426150
"881","45226K","한화갤러리아우","KOSPI","유통업",3970,-115,-2.82,11530745900
"882","451800","한화리츠","KOSPI","서비스업",5190,-10,-0.19,3.66414e+11
"883","088350","한화생명","KOSPI","보험",3075,30,0.99,2670729750000
"884","000370","한화손해보험","KOSPI","보험",4550,75,1.68,531162063250
"885","009830","한화솔루션","KOSPI","화학",31650,-350,-1.09,5440398764400
"886","009835","한화솔루션우","KOSPI","화학",23750,-250,-1.04,61164538750
"887","272210","한화시스템","KOSPI","전기전자",12550,0,0,2370938331950
"888","012450","한화에어로스페이스","KOSPI","운수장비",109400,100,0.09,5.538922e+12
"889","042660","한화오션","KOSPI","운수장비",35050,300,0.86,7601412634950
"890","000885","한화우","KOSPI","화학",31800,500,1.6,15241549200
"891","003530","한화투자증권","KOSPI","증권",2485,-20,-0.8,533151220875
"892","003535","한화투자증권우","KOSPI","증권",4250,50,1.19,2.04e+10
"893","195870","해성디에스","KOSPI","전기전자",61700,-1300,-2.06,1.0489e+12
"894","101530","해태제과식품","KOSPI","음식료품",5550,40,0.73,161598362100
"895","143210","핸즈코퍼레이션","KOSPI","운수장비",3265,25,0.77,71399144070
"896","000720","현대건설","KOSPI","건설업",37400,-50,-0.13,4164705611000
"897","000725","현대건설우","KOSPI","건설업",55000,-1600,-2.83,58008115000
"898","453340","현대그린푸드","KOSPI","유통업",11610,20,0.17,393357411540
"899","086280","현대글로비스","KOSPI","운수창고업",184500,4000,2.22,6.91875e+12
"900","064350","현대로템","KOSPI","운수장비",29700,150,0.51,3241526102100
"901","079430","현대리바트","KOSPI","기타제조업",8940,340,3.95,183585421080
"902","012330","현대모비스","KOSPI","운수장비",242500,5500,2.32,22864135295000
"903","010620","현대미포조선","KOSPI","운수장비",89400,0,0,3570828120600
"904","069960","현대백화점","KOSPI","유통업",66500,-400,-0.6,1556262326500
"905","004560","현대비앤지스틸","KOSPI","철강금속",13070,80,0.62,197080059770
"906","004310","현대약품","KOSPI","의약품",4020,-50,-1.23,1.2864e+11
"907","017800","현대엘리베이","KOSPI","기계",43200,1100,2.61,1688791032000
"908","307950","현대오토에버","KOSPI","서비스업",181400,-2400,-1.31,4974710334800
"909","011210","현대위아","KOSPI","운수장비",59500,800,1.36,1618107438500
"910","004020","현대제철","KOSPI","철강금속",40200,800,2.03,5364520557000
"911","005440","현대지에프홀딩스","KOSPI","기타금융",3545,5,0.14,575707049940
"912","005380","현대차","KOSPI","운수장비",194900,4900,2.58,41227490519400
"913","005387","현대차2우B","KOSPI","운수장비",107000,1200,1.13,3864903879000
"914","005389","현대차3우B","KOSPI","운수장비",105000,1400,1.35,252467040000
"915","005385","현대차우","KOSPI","운수장비",106000,1600,1.53,2555990614000
"916","001500","현대차증권","KOSPI","증권",8590,-30,-0.35,272410907580
"917","011760","현대코퍼레이션","KOSPI","유통업",20900,1180,5.98,276485389400
"918","227840","현대코퍼레이션홀딩스","KOSPI","유통업",11070,0,0,100746254520
"919","126560","현대퓨처넷","KOSPI","통신업",3110,10,0.32,342731158950
"920","001450","현대해상","KOSPI","보험",33600,250,0.75,3.00384e+12
"921","057050","현대홈쇼핑","KOSPI","유통업",45200,200,0.44,5.424e+11
"922","093240","형지엘리트","KOSPI","섬유의복",1420,-34,-2.34,44239813160
"923","003010","혜인","KOSPI","유통업",5850,-170,-2.82,74369569950
"924","111110","호전실업","KOSPI","섬유의복",8170,-30,-0.37,79657369280
"925","008770","호텔신라","KOSPI","유통업",88300,-1000,-1.12,3465609084300
"926","008775","호텔신라우","KOSPI","유통업",53400,-700,-1.29,40150338600
"927","002460","화성산업","KOSPI","건설업",10550,-20,-0.19,107082500000
"928","378850","화승알앤에이","KOSPI","운수장비",3840,0,0,72935512320
"929","241590","화승엔터프라이즈","KOSPI","기타제조업",7290,-70,-0.95,441695822040
"930","006060","화승인더","KOSPI","화학",3420,-80,-2.29,189194400000
"931","013520","화승코퍼레이션","KOSPI","운수장비",1681,0,0,84136154612
"932","010690","화신","KOSPI","운수장비",12780,340,2.73,446282839800
"933","133820","화인베스틸","KOSPI","철강금속",1577,-1,-0.06,47180872086
"934","010660","화천기계","KOSPI","기계",3610,80,2.27,7.942e+10
"935","000850","화천기공","KOSPI","기계",34550,250,0.73,7.601e+10
"936","016580","환인제약","KOSPI","의약품",14160,-100,-0.7,263376991200
"937","032560","황금에스티","KOSPI","철강금속",7790,30,0.39,1.3243e+11
"938","004800","효성","KOSPI","기타금융",64300,700,1.1,1354866907500
"939","094280","효성ITX","KOSPI","서비스업",12680,70,0.56,146557976000
"940","298040","효성중공업","KOSPI","전기전자",186400,-4500,-2.36,1738095747200
"941","298050","효성첨단소재","KOSPI","화학",431000,-5500,-1.26,1930857588000
"942","298020","효성티앤씨","KOSPI","화학",372000,1500,0.4,1609897704000
"943","298000","효성화학","KOSPI","화학",96300,-1600,-1.63,307209133800
"944","093370","후성","KOSPI","화학",10940,-40,-0.36,1032212017760
"945","081660","휠라홀딩스","KOSPI","유통업",40100,300,0.75,2436164102200
"946","005870","휴니드","KOSPI","전기전자",5100,0,0,71991676500
"947","079980","휴비스","KOSPI","화학",6140,-120,-1.92,2.1183e+11
"948","005010","휴스틸","KOSPI","철강금속",5430,-20,-0.37,305101247250
"949","000540","흥국화재","KOSPI","보험",3260,-70,-2.1,209431022700
"950","000545","흥국화재우","KOSPI","보험",5460,-80,-1.44,4193280000
"951","003280","흥아해운","KOSPI","운수창고업",1800,57,3.27,432764818200
"952","060310","3S","KOSDAQ","기계·장비",2575,-5,-0.19,124981853150
"953","054620","APS","KOSDAQ","금융",7980,-160,-1.97,162745883580
"954","265520","AP시스템","KOSDAQ","반도체",17890,-60,-0.33,273384621690
"955","211270","AP위성","KOSDAQ","통신장비",15780,280,1.81,237998757120
"956","126600","BGF에코머티리얼즈","KOSDAQ","화학",4860,40,0.83,262601716500
"957","013720","CBI","KOSDAQ","운송장비·부품",1771,-45,-2.48,53867015818
"958","083790","CG인바이츠","KOSDAQ","기타서비스",3025,-65,-2.1,232604900550
"959","035760","CJ ENM","KOSDAQ","방송서비스",58500,-300,-0.51,1282855509000
"960","311690","CJ 바이오사이언스","KOSDAQ","기타서비스",15980,-160,-0.99,145617781960
"961","051500","CJ프레시웨이","KOSDAQ","유통",23400,-50,-0.21,277795112400
"962","058820","CMG제약","KOSDAQ","제약",2500,-40,-1.57,347230610000
"963","023460","CNH","KOSDAQ","금융",2000,0,0,7.44e+10
"964","056730","CNT85","KOSDAQ","건설",1310,21,1.63,61706837360
"965","065770","CS","KOSDAQ","통신장비",1625,-1,-0.06,31543086250
"966","083660","CSA 코스믹","KOSDAQ","화학",1260,-54,-4.11,77171448060
"967","404950","DB금융스팩10호","KOSDAQ","금융",2120,0,0,12380800000
"968","456440","DB금융스팩11호","KOSDAQ","금융",2060,-5,-0.24,10948900000
"969","367360","DB금융스팩9호","KOSDAQ","금융",5090,-10,-0.2,24635600000
"970","060900","DGP","KOSDAQ","전기·가스·수도",2595,-20,-0.76,62441037915
"971","025440","DH오토웨어","KOSDAQ","일반전기전자",2390,-5,-0.21,6.8115e+10
"972","068790","DMS","KOSDAQ","기계·장비",5850,100,1.74,143752406850
"973","241520","DSC인베스트먼트","KOSDAQ","금융",3055,-15,-0.49,84963836165
"974","065150","DSEN","KOSDAQ","유통",281,1,0.36,35204355805
"975","180400","DXVX","KOSDAQ","기타서비스",6400,-260,-3.9,193404364800
"976","245620","EDGC","KOSDAQ","기타서비스",1062,-12,-1.12,95453752626
"977","037370","EG","KOSDAQ","화학",13280,-170,-1.26,114539628160
"978","050120","ES큐브","KOSDAQ","유통",3400,-10,-0.29,46117892400
"979","214270","FSN","KOSDAQ","출판·매체복제",2765,-5,-0.18,91937530195
"980","130500","GH신소재","KOSDAQ","섬유·의류",2965,-25,-0.84,43126079180
"981","900290","GRT","KOSDAQ","금융",3285,-270,-7.59,221326875000
"982","083450","GST","KOSDAQ","반도체",23250,-250,-1.06,216637571250
"983","297890","HB솔루션","KOSDAQ","기계·장비",5620,130,2.37,388918819940
"984","078150","HB테크놀러지","KOSDAQ","기계·장비",3260,-55,-1.66,279881337460
"985","195940","HK이노엔","KOSDAQ","제약",39700,1100,2.85,1124696672700
"986","028300","HLB","KOSDAQ","제약",30950,-800,-2.52,3990372698450
"987","278650","HLB바이오스텝","KOSDAQ","기타서비스",3185,-150,-4.5,250342082900
"988","067630","HLB생명과학","KOSDAQ","제약",9300,-680,-6.81,946792824000
"989","024850","HLB이노베이션","KOSDAQ","반도체",3125,-50,-1.57,207835096875
"990","047920","HLB제약","KOSDAQ","기타서비스",13280,-650,-4.67,394176070240
"991","115450","HLB테라퓨틱스","KOSDAQ","유통",3740,-140,-3.61,274168913040
"992","046210","HLB파나진","KOSDAQ","의료·정밀기기",4120,-165,-3.85,168938651240
"993","403870","HPSP","KOSDAQ","반도체",30550,250,0.83,2479407450000
"994","036640","HRS","KOSDAQ","화학",5290,0,0,86516892000
"995","405350","IBKS제17호스팩","KOSDAQ","금융",3995,-5,-0.13,10866400000
"996","426550","IBKS제19호스팩","KOSDAQ","금융",2325,0,0,1.1811e+10
"997","439730","IBKS제20호스팩","KOSDAQ","금융",2280,-15,-0.65,9826800000
"998","442770","IBKS제21호스팩","KOSDAQ","금융",2200,-10,-0.45,9.262e+09
