"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"2062","056080","유진로봇","KOSDAQ","기계·장비",12750,-570,-4.28,478279938000
"2063","373340","유진스팩6호","KOSDAQ","금융",2520,0,0,7610400000
"2064","388800","유진스팩7호","KOSDAQ","금융",2440,0,0,12224400000
"2065","413630","유진스팩8호","KOSDAQ","금융",2180,15,0.69,12905600000
"2066","442130","유진스팩9호","KOSDAQ","금융",2575,25,0.98,8909500000
"2067","084370","유진테크","KOSDAQ","반도체",41350,-800,-1.9,947578336700
"2068","179900","유티아이","KOSDAQ","IT부품",29850,100,0.34,486163815750
"2069","263050","유틸렉스","KOSDAQ","제약",3250,-100,-2.99,119479278750
"2070","191410","육일씨엔에쓰","KOSDAQ","IT부품",3475,-45,-1.28,37431164050
"2071","372170","윤성에프앤씨","KOSDAQ","기계·장비",185700,-600,-0.32,1481709213600
"2072","146060","율촌","KOSDAQ","금속",5820,200,3.56,108391191120
"2073","072770","율호","KOSDAQ","소프트웨어",3265,90,2.83,200381029660
"2074","039020","이건홀딩스","KOSDAQ","종이·목재",2940,-15,-0.51,66399044460
"2075","067920","이글루","KOSDAQ","소프트웨어",6120,-120,-1.92,67296248280
"2076","044960","이글벳","KOSDAQ","유통",5210,-40,-0.76,65864210430
"2077","303530","이노뎁","KOSDAQ","소프트웨어",12380,-50,-0.4,90860521620
"2078","296640","이노룰스","KOSDAQ","소프트웨어",8110,-30,-0.37,41995623720
"2079","302430","이노메트리","KOSDAQ","기계·장비",14690,90,0.62,144449825520
"2080","274400","이노시뮬레이션","KOSDAQ","디지털컨텐츠",15090,-1120,-6.91,118001174340
"2081","056090","이노시스","KOSDAQ","의료·정밀기기",1180,0,0,93078496760
"2082","073490","이노와이어리스","KOSDAQ","통신장비",26200,-200,-0.76,199220765200
"2083","215790","이노인스트루먼트","KOSDAQ","통신장비",1399,-61,-4.18,56356125451
"2084","344860","이노진","KOSDAQ","화학",3095,-5,-0.16,37232850000
"2085","246960","이노테라피","KOSDAQ","제약",8880,90,1.02,56453285760
"2086","088390","이녹스","KOSDAQ","운송장비·부품",27850,-100,-0.36,261395755400
"2087","272290","이녹스첨단소재","KOSDAQ","IT부품",34600,400,1.17,698977366800
"2088","053350","이니텍","KOSDAQ","소프트웨어",3345,10,0.3,66200614020
"2089","041520","이라이콤","KOSDAQ","IT부품",7160,-190,-2.59,87271306800
"2090","264850","이랜시스","KOSDAQ","일반전기전자",3330,170,5.38,99068871960
"2091","054210","이랜텍","KOSDAQ","IT부품",11260,-50,-0.44,284779024600
"2092","164060","이루다","KOSDAQ","의료·정밀기기",8330,-140,-1.65,170344976410
"2093","065440","이루온","KOSDAQ","소프트웨어",2060,-5,-0.24,56186541200
"2094","115610","이미지스","KOSDAQ","반도체",3285,190,6.14,51054241410
"2095","078020","이베스트투자증권","KOSDAQ","금융",3960,-75,-1.86,219705512400
"2096","131400","이브이첨단소재","KOSDAQ","IT부품",4075,35,0.87,241216279425
"2097","351330","이삭엔지니어링","KOSDAQ","컴퓨터서비스",11050,530,5.04,91588146000
"2098","080010","이상네트웍스","KOSDAQ","인터넷",5430,-20,-0.37,5.43e+10
"2099","086890","이수앱지스","KOSDAQ","제약",7150,-680,-8.68,237256076200
"2100","047560","이스트소프트","KOSDAQ","소프트웨어",15410,130,0.85,175725346120
"2101","900110","이스트아시아홀딩스","KOSDAQ","금융",137,-2,-1.44,39994690850
"2102","067010","이씨에스","KOSDAQ","정보기기",3320,-10,-0.3,40816080000
"2103","102710","이엔에프테크놀로지","KOSDAQ","화학",20650,-150,-0.72,295043813400
"2104","066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠",2605,-45,-1.7,130342292545
"2105","063760","이엘피","KOSDAQ","반도체",3650,-85,-2.28,34036724500
"2106","123570","이엠넷","KOSDAQ","기타서비스",3210,-40,-1.23,71506210380
"2107","083470","이엠앤아이","KOSDAQ","IT부품",2390,-10,-0.42,51003386310
"2108","095190","이엠코리아","KOSDAQ","금속",2560,25,0.99,109007454720
"2109","091120","이엠텍","KOSDAQ","IT부품",51200,-400,-0.78,877206323200
"2110","039030","이오테크닉스","KOSDAQ","반도체",140900,-2100,-1.47,1735824595000
"2111","294090","이오플로우","KOSDAQ","의료·정밀기기",24450,150,0.62,743687997150
"2112","088290","이원컴포텍","KOSDAQ","운송장비·부품",2680,-60,-2.19,65083100520
"2113","181340","이즈미디어","KOSDAQ","의료·정밀기기",2705,0,0,54259503030
"2114","353810","이지바이오","KOSDAQ","음식료·담배",3430,-35,-1.01,117277599600
"2115","099750","이지케어텍","KOSDAQ","소프트웨어",23150,-50,-0.22,158225064400
"2116","377330","이지트로닉스","KOSDAQ","일반전기전자",8370,-290,-3.35,67792429980
"2117","035810","이지홀딩스","KOSDAQ","음식료·담배",2855,-20,-0.7,185991387475
"2118","160600","이큐셀","KOSDAQ","기계·장비",3100,0,0,106895911200
"2119","092130","이크레더블","KOSDAQ","기타서비스",14320,-10,-0.07,172464352000
"2120","096040","이트론","KOSDAQ","정보기기",271,0,0,245561580945
"2121","134060","이퓨쳐","KOSDAQ","출판·매체복제",5520,-40,-0.72,26326260000
"2122","001840","이화공영","KOSDAQ","건설",3745,-65,-1.71,74172571200
"2123","024810","이화전기","KOSDAQ","IT부품",899,0,0,181597539712
"2124","041830","인바디","KOSDAQ","의료·정밀기기",25350,-750,-2.87,346883873700
"2125","352940","인바이오","KOSDAQ","화학",4305,-80,-1.82,46785577650
"2126","079950","인베니아","KOSDAQ","기계·장비",1302,-8,-0.61,30206400000
"2127","389470","인벤티지랩","KOSDAQ","제약",22950,-1300,-5.36,193205860200
"2128","277410","인산가","KOSDAQ","음식료·담배",2180,-30,-1.36,83256074800
"2129","060150","인선이엔티","KOSDAQ","기타서비스",8110,0,0,377630893320
"2130","033230","인성정보","KOSDAQ","컴퓨터서비스",2900,-80,-2.68,113724602000
"2131","037330","인지디스플레","KOSDAQ","IT부품",2145,20,0.94,94133805480
"2132","100030","인지소프트","KOSDAQ","소프트웨어",18140,-70,-0.38,59566571960
"2133","211050","인카금융서비스","KOSDAQ","금융",15210,-290,-1.87,156297351600
"2134","083640","인콘","KOSDAQ","통신장비",525,-5,-0.94,30468538800
"2135","216050","인크로스","KOSDAQ","기타서비스",11420,-50,-0.44,146669595240
"2136","049070","인탑스","KOSDAQ","IT부품",27850,50,0.18,4.7902e+11
"2137","119610","인터로조","KOSDAQ","의료·정밀기기",37350,-50,-0.13,493635453300
"2138","017250","인터엠","KOSDAQ","일반전기전자",1522,-2,-0.13,32031200774
"2139","051370","인터플렉스","KOSDAQ","IT부품",10340,-130,-1.24,241206060480
"2140","064290","인텍플러스","KOSDAQ","반도체",32300,-350,-1.07,412825072600
"2141","189300","인텔리안테크","KOSDAQ","일반전기전자",86700,-700,-0.8,930580057800
"2142","150840","인트로메딕","KOSDAQ","의료·정밀기기",5850,0,0,223669017000
"2143","048530","인트론바이오","KOSDAQ","제약",8300,-100,-1.19,283451324600
"2144","175140","인포마크","KOSDAQ","통신장비",10640,-160,-1.48,174367287920
"2145","115310","인포바인","KOSDAQ","통신서비스",20800,0,0,66411966400
"2146","039290","인포뱅크","KOSDAQ","통신서비스",11140,-10,-0.09,96850914920
"2147","071200","인피니트헬스케어","KOSDAQ","소프트웨어",5550,-150,-2.63,135400341900
"2148","101930","인화정공","KOSDAQ","운송장비·부품",11200,0,0,104515096000
"2149","333430","일승","KOSDAQ","운송장비·부품",3340,-70,-2.05,102627334980
"2150","068330","일신바이오","KOSDAQ","기계·장비",1684,-33,-1.92,74459979760
"2151","178780","일월지엠엘","KOSDAQ","유통",8650,0,0,120790286750
"2152","019540","일지테크","KOSDAQ","운송장비·부품",5180,20,0.39,69999930000
"2153","094820","일진파워","KOSDAQ","건설",13260,620,4.91,199943681340
"2154","950140","잉글우드랩","KOSDAQ","화학",12480,-40,-0.32,247950967680
"2155","049550","잉크테크","KOSDAQ","화학",4280,80,1.9,83914865560
"2156","389020","자람테크놀로지","KOSDAQ","통신장비",35100,-1000,-2.77,217540323000
"2157","254120","자비스","KOSDAQ","기계·장비",3500,150,4.48,107639945000
"2158","043910","자연과환경","KOSDAQ","비금속",1161,-5,-0.43,94495471128
"2159","234920","자이글","KOSDAQ","일반전기전자",18320,-800,-4.18,247886271200
"2160","289220","자이언트스텝","KOSDAQ","오락·문화",12380,-120,-0.96,273867203100
"2161","174880","장원테크","KOSDAQ","통신장비",530,0,0,11610352250
"2162","049630","재영솔루텍","KOSDAQ","IT부품",597,-5,-0.83,49748674461
"2163","417840","저스템","KOSDAQ","반도체",14030,100,0.72,100386530020
"2164","110020","전진바이오팜","KOSDAQ","화학",5030,-40,-0.79,37502684060
"2165","208140","정다운","KOSDAQ","음식료·담배",2450,15,0.62,80076402700
"2166","040420","정상제이엘에스","KOSDAQ","기타서비스",7190,0,0,112721598880
"2167","045510","정원엔시스","KOSDAQ","컴퓨터서비스",1190,-6,-0.5,38329057480
"2168","217190","제너셈","KOSDAQ","반도체",12970,40,0.31,113736186780
"2169","095700","제넥신","KOSDAQ","기타서비스",9350,-150,-1.58,388124053900
"2170","072520","제넨바이오","KOSDAQ","유통",515,-12,-2.28,29439044910
"2171","122310","제노레이","KOSDAQ","의료·정밀기기",7420,80,1.09,107989522480
"2172","361390","제노코","KOSDAQ","통신장비",17200,-230,-1.32,129013570800
"2173","187420","제노포커스","KOSDAQ","제약",3675,-55,-1.47,83637230250
"2174","225220","제놀루션","KOSDAQ","제약",4235,-30,-0.7,81269738935
"2175","123330","제닉","KOSDAQ","화학",3915,15,0.38,2.7405e+10
"2176","159580","제로투세븐","KOSDAQ","유통",5630,-50,-0.88,112783740680
"2177","147830","제룡산업","KOSDAQ","금속",3575,-35,-0.97,7.15e+10
"2178","033100","제룡전기","KOSDAQ","IT부품",23300,-650,-2.71,374254129700
"2179","079370","제우스","KOSDAQ","기계·장비",34100,-300,-0.87,352559900000
"2180","054950","제이브이엠","KOSDAQ","기계·장비",26700,150,0.56,322800116400
"2181","023440","제이스코홀딩스","KOSDAQ","금속",2555,70,2.82,126363278860
"2182","090470","제이스텍","KOSDAQ","반도체",9900,-50,-0.5,173018280600
"2183","287410","제이시스메디칼","KOSDAQ","의료·정밀기기",12390,70,0.57,946403930220
"2184","137950","제이씨케미칼","KOSDAQ","화학",7690,-180,-2.29,171239489660
"2185","033320","제이씨현시스템","KOSDAQ","유통",4400,-25,-0.56,84103500800
"2186","417500","제이아이테크","KOSDAQ","반도체",3770,-10,-0.26,123598484880
"2187","204270","제이앤티씨","KOSDAQ","일반전기전자",11250,90,0.81,650795242500
"2188","026040","제이에스티나","KOSDAQ","기타제조",2490,50,2.05,41094437100
"2189","126880","제이엔케이히터","KOSDAQ","기계·장비",5870,-40,-0.68,136212780610
"2190","322510","제이엘케이","KOSDAQ","소프트웨어",30800,-1600,-4.94,497965529600
"2191","033050","제이엠아이","KOSDAQ","출판·매체복제",1109,8,0.73,36130490278
"2192","094970","제이엠티","KOSDAQ","IT부품",3400,-95,-2.72,56944016000
"2193","418550","제이오","KOSDAQ","기타서비스",27700,-300,-1.07,868014762100
"2194","089790","제이티","KOSDAQ","반도체",8470,-300,-3.42,87372395110
"2195","052670","제일바이오","KOSDAQ","제약",2080,0,0,60588453120
"2196","199820","제일전기공업","KOSDAQ","일반전기전자",11130,20,0.18,123654300000
"2197","038010","제일테크노스","KOSDAQ","금속",8590,-40,-0.46,7.731e+10
"2198","276730","제주맥주","KOSDAQ","음식료·담배",1148,-18,-1.54,66617396468
"2199","080220","제주반도체","KOSDAQ","반도체",4300,-35,-0.81,148104181900
"2200","216080","제테마","KOSDAQ","제약",23750,-300,-1.25,423397401250
"2201","229000","젠큐릭스","KOSDAQ","제약",7650,-600,-7.27,101877260850
"2202","082270","젬백스","KOSDAQ","기계·장비",12490,30,0.24,499527233260
"2203","064800","젬백스링크","KOSDAQ","유통",1102,-8,-0.72,92289322934
"2204","044060","조광ILI","KOSDAQ","기계·장비",732,0,0,70075958688
"2205","034940","조아제약","KOSDAQ","제약",1945,-9,-0.46,60255763515
"2206","067000","조이시티","KOSDAQ","디지털컨텐츠",2935,-65,-2.17,201374849355
"2207","033340","좋은사람들","KOSDAQ","섬유·의류",2110,0,0,204565677380
"2208","036930","주성엔지니어링","KOSDAQ","반도체",28850,550,1.94,1391989766200
"2209","239340","줌인터넷","KOSDAQ","인터넷",3000,-50,-1.64,80938902000
"2210","051980","중앙디앤엠","KOSDAQ","화학",1580,-90,-5.39,124033060460
"2211","072020","중앙백신","KOSDAQ","제약",10760,-40,-0.37,107169600000
"2212","000440","중앙에너비스","KOSDAQ","유통",18910,-800,-4.06,117755028300
"2213","228760","지노믹트리","KOSDAQ","기타서비스",22400,-400,-1.75,537876281600
"2214","314130","지놈앤컴퍼니","KOSDAQ","제약",14750,-120,-0.81,208012184750
"2215","389030","지니너스","KOSDAQ","기타서비스",4180,-90,-2.11,138482752100
"2216","043610","지니뮤직","KOSDAQ","디지털컨텐츠",3645,-85,-2.28,211830771510
"2217","263860","지니언스","KOSDAQ","소프트웨어",13340,-290,-2.13,125990964000
"2218","303030","지니틱스","KOSDAQ","반도체",1500,-53,-3.41,53618502000
"2219","036180","지더블유바이텍","KOSDAQ","유통",889,58,6.98,55609582329
"2220","208350","지란지교시큐리티","KOSDAQ","출판·매체복제",4615,5,0.11,40789903635
"2221","144510","지씨셀","KOSDAQ","기타서비스",37700,-800,-2.08,595672968800
"2222","358570","지아이이노베이션","KOSDAQ","기타서비스",25600,-2500,-8.9,564590080000
"2223","382480","지아이텍","KOSDAQ","기계·장비",3555,-100,-2.74,139914632700
"2224","382800","지앤비에스 에코","KOSDAQ","기계·장비",37200,-1600,-4.12,279074511600
"2225","051160","지어소프트","KOSDAQ","소프트웨어",7130,50,0.71,110332685900
"2226","053050","지에스이","KOSDAQ","전기·가스·수도",3480,-125,-3.47,104356837560
"2227","119850","지엔씨에너지","KOSDAQ","일반전기전자",4195,-10,-0.24,69003173255
"2228","065060","지엔코","KOSDAQ","섬유·의류",421,3,0.72,41261386524
"2229","204840","지엘팜텍","KOSDAQ","기타서비스",917,87,10.48,57178673937
"2230","270520","지오릿에너지","KOSDAQ","기타서비스",10480,-60,-0.57,437671062880
"2231","311320","지오엘리먼트","KOSDAQ","일반전기전자",12400,-170,-1.35,156420544000
"2232","388050","지투파워","KOSDAQ","일반전기전자",10080,-440,-4.18,187856111520
"2233","219750","지티지웰니스","KOSDAQ","의료·정밀기기",2850,0,0,27234072750
"2234","018120","진로발효","KOSDAQ","음식료·담배",16030,120,0.75,106136553600
"2235","109820","진매트릭스","KOSDAQ","기타서비스",3090,-70,-2.22,63016347600
"2236","086060","진바이오텍","KOSDAQ","유통",4115,-85,-2.02,35432565505
"2237","036890","진성티이씨","KOSDAQ","기계·장비",11630,-220,-1.86,261468776840
"2238","363250","진시스템","KOSDAQ","의료·정밀기기",25650,-50,-0.19,178559653500
"2239","007370","진양제약","KOSDAQ","제약",5830,0,0,6.996e+10
"2240","285800","진영","KOSDAQ","화학",5010,-210,-4.02,85698905700
"2241","085660","차바이오텍","KOSDAQ","제약",19940,-360,-1.77,1121990260920
"2242","261780","차백신연구소","KOSDAQ","기타서비스",5880,-10,-0.17,156855832560
"2243","094850","참좋은여행","KOSDAQ","기타서비스",8760,-50,-0.57,1.2264e+11
"2244","004650","창해에탄올","KOSDAQ","음식료·담배",9940,-10,-0.1,91357396900
"2245","278280","천보","KOSDAQ","화학",139800,200,0.14,1.398e+12
"2246","362320","청담글로벌","KOSDAQ","유통",7230,-200,-2.69,148585826700
"2247","066360","체리부로","KOSDAQ","음식료·담배",1683,-22,-1.29,80703241245
"2248","047820","초록뱀미디어","KOSDAQ","오락·문화",5400,0,0,117248590800
"2249","131100","초록뱀이앤엠","KOSDAQ","방송서비스",2020,-20,-0.98,56657469040
"2250","094360","칩스앤미디어","KOSDAQ","반도체",33950,-250,-0.73,327288694250
"2251","016790","카나리아바이오","KOSDAQ","음식료·담배",3870,-60,-1.53,668712025350
"2252","016920","카스","KOSDAQ","유통",1510,-53,-3.39,40005242380
"2253","284620","카이노스메드","KOSDAQ","기타서비스",3695,50,1.37,103173253220
"2254","293490","카카오게임즈","KOSDAQ","디지털컨텐츠",26400,-650,-2.4,2178095092800
"2255","042000","카페24","KOSDAQ","인터넷",12000,120,1.01,269966376000
"2256","317530","캐리소프트","KOSDAQ","오락·문화",5040,30,0.6,35084427840
"2257","071850","캐스텍코리아","KOSDAQ","운송장비·부품",2080,-25,-1.19,34463911040
"2258","050110","캠시스","KOSDAQ","IT부품",1625,6,0.37,119964191750
"2259","119860","커넥트웨이브","KOSDAQ","인터넷",10960,-190,-1.7,512349125680
"2260","223310","커머스마이너","KOSDAQ","유통",1575,-13,-0.82,24775334325
"2261","900310","컬러레이","KOSDAQ","금융",1118,-39,-3.37,71598592650
"2262","078340","컴투스","KOSDAQ","디지털컨텐츠",46750,-950,-1.99,601505135000
"2263","063080","컴투스홀딩스","KOSDAQ","디지털컨텐츠",29050,-500,-1.69,191590327600
"2264","307930","컴퍼니케이","KOSDAQ","금융",5560,-40,-0.71,86791600000
"2265","079190","케스피온","KOSDAQ","통신장비",822,-11,-1.32,31528232508
"2266","263700","케어랩스","KOSDAQ","기타서비스",5500,-50,-0.9,106778100000
"2267","214370","케어젠","KOSDAQ","제약",39000,-250,-0.64,2.094885e+12
"2268","221980","케이디켐","KOSDAQ","화학",12920,-70,-0.54,52129616000
"2269","038530","케이바이오","KOSDAQ","유통",310,-15,-4.62,35871447570
"2270","424140","케이비제21호스팩","KOSDAQ","금융",2030,-5,-0.25,15651300000
"2271","436530","케이비제22호스팩","KOSDAQ","금융",2170,0,0,11327400000
"2272","440200","케이비제23호스팩","KOSDAQ","금융",1973,4,0.2,12084625000
"2273","192250","케이사인","KOSDAQ","소프트웨어",1400,-7,-0.5,98939759800
"2274","115500","케이씨에스","KOSDAQ","컴퓨터서비스",7880,690,9.6,9.456e+10
"2275","089150","케이씨티","KOSDAQ","컴퓨터서비스",2960,-40,-1.33,5.0764e+10
"2276","025880","케이씨피드","KOSDAQ","음식료·담배",2585,-25,-0.96,43210492930
"2277","093320","케이아이엔엑스","KOSDAQ","인터넷",69300,-1700,-2.39,3.38184e+11
"2278","093640","케이알엠","KOSDAQ","반도체",9420,-110,-1.15,275190058440
"2279","073010","케이에스피","KOSDAQ","기계·장비",2905,25,0.87,105138506585
"2280","105330","케이엔더블유","KOSDAQ","운송장비·부품",9720,300,3.18,156103472160
"2281","053080","케이엔솔","KOSDAQ","기계·장비",25250,100,0.4,328245126750
"2282","272110","케이엔제이","KOSDAQ","반도체",20900,-500,-2.34,166058755500
"2283","039420","케이엘넷","KOSDAQ","통신서비스",2530,-15,-0.59,61111466900
"2284","083550","케이엠","KOSDAQ","섬유·의류",4975,-20,-0.4,58569127775
"2285","032500","케이엠더블유","KOSDAQ","통신장비",15060,-1160,-7.15,599702497980
"2286","225430","케이엠제약","KOSDAQ","화학",1130,-20,-1.74,31512366500
"2287","102370","케이옥션","KOSDAQ","유통",3965,-50,-1.25,107745445275
"2288","036030","케이티알파","KOSDAQ","유통",5740,10,0.17,281370684420
"2289","064820","케이프","KOSDAQ","운송장비·부품",4420,-130,-2.86,136585637760
"2290","256940","케이피에스","KOSDAQ","반도체",7260,-80,-1.09,136115257080
"2291","024880","케이피에프","KOSDAQ","금속",5260,-70,-1.31,108791517480
"2292","042040","케이피엠테크","KOSDAQ","화학",357,-12,-3.25,61896601809
"2293","054410","케이피티유","KOSDAQ","금속",5280,10,0.19,26716800000
"2294","258610","케일럼","KOSDAQ","금속",3065,-15,-0.49,82102562645
"2295","274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품",14080,-290,-2.02,180004422400
"2296","089010","켐트로닉스","KOSDAQ","화학",21200,250,1.19,321554816000
"2297","220260","켐트로스","KOSDAQ","화학",6770,100,1.5,179799738390
"2298","052400","코나아이","KOSDAQ","소프트웨어",21400,-350,-1.61,320999978600
"2299","402030","코난테크놀로지","KOSDAQ","소프트웨어",73100,2500,3.54,417287256400
"2300","391710","코닉오토메이션","KOSDAQ","소프트웨어",3395,-55,-1.59,140903438690
"2301","046070","코다코","KOSDAQ","운송장비·부품",428,-13,-2.95,18312431968
"2302","047770","코데즈컴바인","KOSDAQ","섬유·의류",1888,-12,-0.63,71446832576
"2303","078940","코드네이처","KOSDAQ","유통",3205,210,7.01,152375933565
"2304","080530","코디","KOSDAQ","화학",1298,13,1.01,41073574520
"2305","104540","코렌텍","KOSDAQ","의료·정밀기기",12180,290,2.44,155384766600
"2306","027050","코리아나","KOSDAQ","화학",3710,-105,-2.75,1.484e+11
"2307","190650","코리아에셋투자증권","KOSDAQ","금융",6210,-40,-0.64,39669480000
"2308","123410","코리아에프티","KOSDAQ","운송장비·부품",3445,70,2.07,95912465480
"2309","036690","코맥스","KOSDAQ","통신장비",3715,20,0.54,59086844670
"2310","049430","코메론","KOSDAQ","의료·정밀기기",8750,-50,-0.57,7.917e+10
"2311","183300","코미코","KOSDAQ","반도체",51200,-800,-1.54,535587020800
"2312","041960","코미팜","KOSDAQ","제약",5430,-50,-0.91,383382239520
"2313","089890","코세스","KOSDAQ","반도체",10630,-150,-1.39,176298146060
"2314","009730","코센","KOSDAQ","금속",4635,-10,-0.22,141415513965
"2315","082660","코스나인","KOSDAQ","화학",1199,11,0.93,103858421931
"2316","222040","코스맥스엔비티","KOSDAQ","음식료·담배",6250,50,0.81,1.28925e+11
"2317","241710","코스메카코리아","KOSDAQ","화학",27150,-150,-0.55,2.89962e+11
"2318","069110","코스온","KOSDAQ","화학",2630,0,0,62963935800
"2319","355150","코스텍시스","KOSDAQ","반도체",2840,125,4.6,104136571880
"2320","166480","코아스템켐온","KOSDAQ","제약",6560,-250,-3.67,215629666560
"2321","045970","코아시아","KOSDAQ","IT부품",8550,-20,-0.23,224992189800
"2322","196450","코아시아씨엠","KOSDAQ","의료·정밀기기",1549,-24,-1.53,70200032518
"2323","384470","코어라인소프트","KOSDAQ","소프트웨어",37450,-1950,-4.95,449038570050
"2324","029960","코엔텍","KOSDAQ","기타서비스",7170,30,0.42,3.585e+11
"2325","102940","코오롱생명과학","KOSDAQ","제약",26650,-600,-2.2,304139287400
"2326","950160","코오롱티슈진","KOSDAQ","제약",8950,-20,-0.22,650714180250
"2327","033290","코웰패션","KOSDAQ","유통",7150,60,0.85,632776673100
"2328","056360","코위버","KOSDAQ","통신장비",6680,40,0.6,65442624000
"2329","282880","코윈테크","KOSDAQ","기계·장비",37650,150,0.4,394111502850
"2330","121850","코이즈","KOSDAQ","IT부품",1999,8,0.4,61197735825
"2331","448710","코츠테크놀로지","KOSDAQ","정보기기",18910,-670,-3.42,96096686720
"2332","015710","코콤","KOSDAQ","통신장비",5330,-10,-0.19,93437565000
"2333","052330","코텍","KOSDAQ","정보기기",7500,-30,-0.4,116809140000
"2334","322780","코퍼스코리아","KOSDAQ","오락·문화",2375,0,0,90089955875
"2335","200130","콜마비앤에이치","KOSDAQ","제약",17710,-370,-2.05,523216412180
"2336","294570","쿠콘","KOSDAQ","소프트웨어",20700,250,1.22,212271979500
"2337","317690","퀀타매트릭스","KOSDAQ","의료·정밀기기",5920,-180,-2.95,97901473120
"2338","365270","큐라클","KOSDAQ","기타서비스",11060,-310,-2.73,153240082520
"2339","348080","큐라티스","KOSDAQ","기타서비스",3220,-115,-3.45,124263599600
"2340","060280","큐렉소","KOSDAQ","유통",18110,-190,-1.04,741712978900
"2341","040350","큐로컴","KOSDAQ","컴퓨터서비스",489,-9,-1.81,61601027808
"2342","051780","큐로홀딩스","KOSDAQ","유통",368,-6,-1.6,45787461600
"2343","115180","큐리언트","KOSDAQ","기타서비스",6350,-70,-1.09,78778455600
"2344","445680","큐리옥스바이오시스템즈","KOSDAQ","의료·정밀기기",63200,-3800,-5.67,506389494400
"2345","182360","큐브엔터","KOSDAQ","오락·문화",19880,20,0.1,274437177560
"2346","405100","큐알티","KOSDAQ","기타서비스",13400,-230,-1.69,160640647200
"2347","066310","큐에스아이","KOSDAQ","반도체",9980,140,1.42,92530777580
"2348","016600","큐캐피탈","KOSDAQ","금융",361,-14,-3.73,64347207432
"2349","355390","크라우드웍스","KOSDAQ","소프트웨어",48800,-7500,-13.32,194755041600
"2350","096240","크레버스","KOSDAQ","기타서비스",17060,-200,-1.16,193429350800
"2351","114120","크루셜텍","KOSDAQ","IT부품",10850,0,0,24913021350
"2352","110790","크리스에프앤씨","KOSDAQ","섬유·의류",18830,-330,-1.72,220602488400
"2353","900250","크리스탈신소재","KOSDAQ","금융",2550,-35,-1.35,244522149450
"2354","045520","크린앤사이언스","KOSDAQ","기계·장비",7670,60,0.79,4.9855e+10
"2355","036170","클라우드에어","KOSDAQ","반도체",960,3,0.31,58911000960
"2356","214150","클래시스","KOSDAQ","의료·정밀기기",35850,-50,-0.14,2322244766700
"2357","352770","클리노믹스","KOSDAQ","기타서비스",2545,-10,-0.39,81376576055
"2358","237880","클리오","KOSDAQ","화학",27400,50,0.18,495155072200
"2359","139670","키네마스터","KOSDAQ","소프트웨어",4910,-150,-2.96,68648728010
"2360","413600","키움제6호스팩","KOSDAQ","금융",2145,0,0,7357350000
"2361","433530","키움제7호스팩","KOSDAQ","금융",2095,-10,-0.48,8599975000
"2362","446840","키움제8호스팩","KOSDAQ","금융",2100,0,0,1.2348e+10
"2363","054780","키이스트","KOSDAQ","오락·문화",7090,0,0,138593852370
"2364","219130","타이거일렉","KOSDAQ","반도체",23150,300,1.31,146175813500
"2365","360070","탑머티리얼","KOSDAQ","일반전기전자",59900,-400,-0.66,478262145700
"2366","065130","탑엔지니어링","KOSDAQ","기계·장비",6670,20,0.3,109683307580
"2367","134580","탑코미디어","KOSDAQ","통신장비",3600,-355,-8.98,79292761200
"2368","023160","태광","KOSDAQ","금속",18910,-70,-0.37,5.01115e+11
"2369","323280","태성","KOSDAQ","기계·장비",3400,40,1.19,85806582000
"2370","053620","태양","KOSDAQ","금속",7550,20,0.27,6.493e+10
"2371","044490","태웅","KOSDAQ","금속",20000,-800,-3.85,400147620000
"2372","124560","태웅로직스","KOSDAQ","운송",3480,-5,-0.14,133689712320
"2373","191420","테고사이언스","KOSDAQ","제약",9040,-70,-0.77,73303859360
"2374","073640","테라사이언스","KOSDAQ","금속",2275,40,1.79,209156213175
"2375","066700","테라젠이텍스","KOSDAQ","제약",4315,-135,-3.03,140127187025
"2376","095610","테스","KOSDAQ","반도체",22400,-300,-1.32,442808262400
"2377","064520","테크엘","KOSDAQ","반도체",4010,-30,-0.74,51380258320
"2378","089030","테크윙","KOSDAQ","반도체",6870,-170,-2.41,256619541150
"2379","054450","텔레칩스","KOSDAQ","반도체",24900,150,0.61,377091401700
"2380","091440","텔레필드","KOSDAQ","통신장비",2495,-45,-1.77,25543782555
"2381","200230","텔콘RF제약","KOSDAQ","통신장비",830,-13,-1.54,92861605990
"2382","393210","토마토시스템","KOSDAQ","소프트웨어",7280,1460,25.09,111795640320
"2383","215480","토박스코리아","KOSDAQ","유통",3815,-40,-1.04,36681060955
"2384","051360","토비스","KOSDAQ","정보기기",17000,0,0,276539986000
"2385","045340","토탈소프트","KOSDAQ","소프트웨어",4615,-80,-1.7,39495354600
"2386","108230","톱텍","KOSDAQ","기계·장비",8240,-80,-0.96,313311538800
"2387","079970","투비소프트","KOSDAQ","소프트웨어",805,-7,-0.86,62900933830
"2388","199800","툴젠","KOSDAQ","기타서비스",36200,-100,-0.28,286677718800
"2389","417790","트루엔","KOSDAQ","정보기기",10460,-230,-2.15,115056339000
"2390","105550","트루윈","KOSDAQ","일반전기전자",2540,-45,-1.74,112663300200
"2391","290090","트윔","KOSDAQ","소프트웨어",12100,-270,-2.18,89289409000
